lat_appx_lots_of_err,long_appx_lots_of_err,EXT,EST,AGR,CSN,OPN
45.3155,-75.837,-0.5,1.8,2.2,1.4,1.5
53.9103,-122.7835,0.1,0.5,0.9,0.4,0.9
43.8759,-79.4381,-1.2,1.4,2.0,1.6,1.3
45.3155,-75.837,1.0,2.1,1.4,1.3,1.1
45.3155,-75.837,0.9,2.2,2.5,0.5,2.0
45.3155,-75.837,0.2,1.5,2.1,1.6,0.9
45.3155,-75.837,-0.6,2.7,1.7,1.3,1.3
45.4354,-75.6475,-1.6,2.5,1.5,0.0,1.4
45.3155,-75.837,-0.7,0.9,1.2,2.0,2.2
45.6303,-73.7802,-1.5,1.2,1.3,-0.5,1.3
45.3155,-75.837,0.1,1.6,2.0,2.2,1.5
43.9,-78.8667,-1.6,2.4,1.7,2.1,0.4
45.3155,-75.837,0.0,1.2,1.9,0.2,1.8
45.3155,-75.837,0.9,2.1,1.8,0.8,1.6
43.9423,-79.4595,-0.4,0.5,0.8,1.7,1.3
43.4353,-80.4527,-0.2,0.2,0.8,1.6,1.4
43.4236,-80.48,0.7,0.5,1.8,2.3,1.9
53.55,-113.5,0.9,1.8,2.4,1.1,2.0
45.3155,-75.837,-0.3,1.2,2.0,0.9,1.0
53.55,-113.5,1.7,2.7,1.6,0.9,1.7
49.293,-123.0489,0.5,1.5,1.0,1.6,1.4
43.8927,-79.2641,-1.2,1.9,1.9,1.9,0.7
45.3155,-75.837,0.2,2.2,1.4,0.3,1.4
45.3155,-75.837,-0.6,1.7,2.5,1.2,1.9
43.6425,-79.3872,-0.2,1.5,2.3,2.3,1.2
45.3155,-75.837,1.3,2.4,2.1,1.5,1.7
45.3155,-75.837,0.4,1.2,2.2,0.9,1.9
45.3155,-75.837,0.1,2.1,1.3,1.3,1.9
53.535,-113.501,1.3,0.5,2.0,0.5,1.4
43.6425,-79.3872,0.4,1.0,1.6,1.3,1.6
53.4822,-113.5269,0.3,2.5,2.3,1.2,1.5
43.6667,-79.4167,-0.5,3.3,0.5,0.7,2.0
43.6425,-79.3872,1.0,1.0,2.2,0.2,1.5
51.2,-114.45,0.6,0.9,1.1,0.9,1.6
50.4423,-104.6116,1.1,1.8,1.4,1.3,1.2
49.8754,-119.3958,1.6,1.1,1.5,-1.0,1.9
51.1162,-114.2089,-0.3,2.8,0.8,0.3,1.2
45.5,-73.5833,-0.4,2.8,0.7,-0.1,1.8
43.6425,-79.3872,0.6,1.8,1.7,0.7,0.8
43.6425,-79.3872,0.3,2.4,1.6,1.4,0.9
45.3155,-75.837,-0.5,2.2,1.8,0.5,1.2
43.6667,-79.4167,-0.2,2.7,0.8,0.5,1.4
43.6667,-79.4167,1.0,1.3,1.0,0.4,1.6
53.928,-122.7878,0.6,1.2,1.9,2.4,1.9
42.8853,-79.2517,0.4,1.2,1.2,1.3,1.1
42.8853,-79.2517,-0.3,1.6,1.7,2.3,2.2
42.8853,-79.2517,0.9,2.6,1.9,0.5,2.2
42.8853,-79.2517,0.8,1.0,1.0,0.9,0.6
42.8853,-79.2517,0.0,1.3,0.8,1.0,1.2
42.8853,-79.2517,0.5,1.8,1.3,1.1,1.5
42.8853,-79.2517,0.6,1.5,1.9,0.4,0.7
42.8853,-79.2517,0.8,3.0,2.4,1.8,1.4
42.8853,-79.2517,0.0,2.1,0.6,0.4,0.5
42.8853,-79.2517,-1.7,3.0,1.5,0.7,1.1
44.65,-63.6,-1.2,3.3,1.3,0.1,0.6
43.6425,-79.3872,0.6,2.4,1.9,-0.1,2.2
52.1131,-106.622,-0.6,2.2,1.0,0.6,1.7
43.6885,-79.7616,-0.6,3.0,1.2,0.3,1.7
43.6885,-79.7616,-0.5,1.2,0.4,1.2,1.3
51.0999,-113.9422,-0.4,2.9,1.7,-0.5,1.0
43.6667,-79.4167,-0.1,2.3,0.2,1.0,1.4
49.2836,-123.1041,1.9,3.2,2.2,0.3,2.1
43.6619,-79.3952,0.0,3.4,1.6,1.1,1.8
48.4488,-123.3501,0.9,1.5,2.4,0.5,1.3
43.6425,-79.3872,-1.0,3.2,1.9,1.2,0.9
45.4129,-75.6901,-0.6,1.8,0.2,0.8,1.4
45.352,-75.6421,1.1,2.5,2.0,0.6,0.8
51.0,-118.1833,0.4,1.8,1.8,0.7,1.2
49.2869,-122.958,-0.3,2.9,2.0,0.9,1.7
45.3155,-75.837,1.0,2.7,2.1,2.6,2.2
48.4488,-123.3501,-0.2,1.1,1.7,1.6,1.3
48.4488,-123.3501,1.0,2.6,2.1,0.7,1.6
48.4488,-123.3501,-1.3,2.1,1.3,0.2,1.3
48.4488,-123.3501,1.5,1.2,1.9,1.4,0.9
48.4488,-123.3501,-0.8,2.8,1.3,-0.1,0.7
48.4488,-123.3501,0.3,2.1,2.4,1.2,1.0
48.4488,-123.3501,-0.6,2.6,0.8,0.2,1.6
48.4488,-123.3501,0.1,1.6,0.9,0.6,0.9
48.4488,-123.3501,-0.8,0.4,1.2,1.9,1.8
48.4488,-123.3501,1.8,1.8,1.9,1.0,1.3
43.8975,-79.4415,-1.1,1.9,1.3,-0.8,1.4
48.4488,-123.3501,0.3,2.0,1.4,1.5,1.6
45.3155,-75.837,0.8,1.7,1.5,1.3,0.4
49.2201,-122.4985,-0.8,-0.2,-1.0,1.8,2.2
49.2201,-122.4985,0.8,-0.2,0.2,1.4,2.2
54.0167,-124.0167,-0.6,2.5,1.3,0.9,1.4
43.6425,-79.3872,-0.9,1.4,-0.5,0.7,1.5
43.6425,-79.3872,1.0,2.0,2.3,1.1,1.4
43.6425,-79.3872,-1.1,2.0,-0.3,1.2,1.9
45.3155,-75.837,-1.1,1.8,2.2,-0.5,0.8
49.2661,-123.1276,1.6,1.7,1.9,0.7,0.7
48.4192,-123.3856,-0.7,1.0,1.7,1.7,2.1
51.0316,-114.0994,0.5,1.6,1.4,0.6,0.7
43.1277,-80.7743,-0.5,1.8,1.5,1.0,1.2
43.3248,-79.7957,-1.4,1.1,1.2,0.7,1.4
43.3248,-79.7957,-0.1,2.6,1.7,0.9,1.7
43.6543,-79.3796,0.9,1.1,2.5,1.1,1.4
43.3248,-79.7957,-0.4,2.6,2.2,0.0,0.9
43.3248,-79.7957,1.7,1.9,2.2,0.2,1.5
43.3248,-79.7957,-1.6,3.4,-0.9,-0.1,1.3
43.3248,-79.7957,0.4,2.6,1.4,1.2,1.4
43.3248,-79.7957,1.6,2.7,1.4,0.3,0.9
43.3248,-79.7957,0.9,2.5,1.9,0.7,1.3
43.3248,-79.7957,-0.8,3.0,1.3,0.7,1.7
43.3248,-79.7957,0.4,1.5,1.2,0.4,1.2
43.3248,-79.7957,1.0,2.5,1.1,0.6,1.4
43.3248,-79.7957,0.8,2.2,1.8,0.1,1.6
43.3248,-79.7957,1.0,1.5,1.6,0.7,1.2
43.3248,-79.7957,-0.1,2.1,1.3,1.5,1.1
43.3248,-79.7957,0.0,1.7,2.3,0.6,1.8
47.55,-52.6667,-0.3,2.3,1.4,0.9,1.1
47.55,-52.6667,1.6,0.8,0.8,0.7,1.3
47.55,-52.6667,0.8,1.7,2.4,2.1,1.6
47.55,-52.6667,1.3,1.0,2.3,0.7,2.0
42.8853,-79.2517,0.2,1.6,1.1,0.3,0.7
42.8853,-79.2517,-1.3,3.2,1.3,0.3,0.5
42.8853,-79.2517,-1.6,2.1,1.5,1.1,1.2
42.8853,-79.2517,0.8,2.2,1.8,0.8,1.3
42.8853,-79.2517,1.7,1.7,0.9,0.3,1.4
42.8853,-79.2517,0.1,1.5,1.6,0.1,0.3
42.8853,-79.2517,-0.2,1.7,-0.9,0.9,0.2
42.8853,-79.2517,1.1,2.7,0.0,-0.5,0.7
42.8853,-79.2517,-1.3,1.5,2.2,0.2,1.5
42.8853,-79.2517,1.0,2.0,1.6,-0.1,0.7
42.8853,-79.2517,-0.3,2.1,0.5,0.5,0.7
42.8853,-79.2517,-0.2,1.7,1.5,0.5,0.2
42.8853,-79.2517,-0.5,3.3,1.4,0.6,1.2
42.8853,-79.2517,-1.8,3.3,1.5,0.0,0.5
42.8853,-79.2517,-0.2,3.4,1.0,0.5,0.6
42.3158,-83.0568,-0.3,3.0,1.4,-0.4,0.8
53.5248,-113.5334,-0.6,2.1,2.0,0.9,1.6
43.6641,-79.3889,-1.2,3.4,-0.2,-0.5,2.2
43.6705,-79.3901,1.4,1.0,2.3,-0.2,2.1
43.8,-79.4167,0.8,2.1,1.1,1.4,0.6
42.8853,-79.2517,0.1,1.6,0.4,1.5,1.6
43.6425,-79.3872,0.7,0.6,2.3,1.4,0.9
42.3159,-83.0393,-0.4,0.8,2.1,1.4,2.1
42.8853,-79.2517,1.7,1.9,0.5,1.0,1.6
43.8605,-79.3279,0.9,1.7,1.5,1.2,1.4
51.0833,-114.0833,0.1,1.6,1.2,0.7,1.0
47.5333,-53.3,0.2,0.5,2.5,2.0,1.9
43.4529,-80.5281,0.2,0.7,1.0,0.2,2.1
45.3709,-71.8561,-1.0,1.8,1.9,1.1,1.3
45.3155,-75.837,-0.5,2.0,2.3,2.3,1.6
43.6526,-79.9281,1.4,1.5,2.1,1.0,1.5
43.6525,-79.3686,-0.6,2.3,1.1,1.9,1.3
43.6667,-79.4167,0.5,0.6,2.2,1.5,1.9
43.6425,-79.3872,1.3,1.4,2.6,0.5,2.2
43.6425,-79.3872,-1.1,2.1,1.3,1.4,0.5
45.9535,-66.6704,-0.7,2.0,1.5,1.1,2.1
48.4488,-123.3501,0.3,1.0,2.0,1.5,1.9
48.4488,-123.3501,0.2,1.9,1.7,1.6,0.9
48.4488,-123.3501,1.7,0.7,0.7,-0.6,0.7
48.4488,-123.3501,0.1,2.6,0.3,2.0,0.2
48.4488,-123.3501,-0.8,2.2,1.7,1.4,0.9
48.4488,-123.3501,0.2,3.0,1.6,0.7,1.4
48.4488,-123.3501,-0.5,3.8,1.1,0.4,0.9
48.4488,-123.3501,0.3,2.7,2.4,1.0,0.7
48.4488,-123.3501,0.6,1.5,0.0,1.3,0.6
48.4488,-123.3501,-1.6,2.9,1.4,1.0,0.4
48.4488,-123.3501,-1.5,2.0,2.3,2.3,1.6
48.4488,-123.3501,0.2,3.2,1.5,0.9,2.0
48.4488,-123.3501,1.5,1.7,2.1,1.9,1.2
48.4488,-123.3501,-0.3,1.9,2.0,0.6,1.2
48.4488,-123.3501,1.6,0.2,2.3,1.4,1.7
48.4488,-123.3501,-0.6,2.1,1.3,0.3,0.5
53.555,-113.4822,1.7,2.7,1.8,0.3,1.6
45.3155,-75.837,0.8,2.9,0.5,0.5,0.1
53.55,-113.5,0.1,1.8,0.4,2.2,0.9
45.4496,-73.6811,0.0,1.9,2.3,1.5,2.1
43.6425,-79.3872,0.3,3.3,2.3,-0.6,1.3
43.1667,-79.2333,0.0,1.7,1.2,1.9,1.5
45.3155,-75.837,-1.4,2.0,1.1,0.8,1.2
43.5146,-79.6063,-1.5,3.1,1.5,1.9,1.7
43.6425,-79.3872,0.3,2.2,1.7,0.8,1.4
42.3159,-83.0393,0.9,-0.1,2.0,1.2,1.1
43.5325,-80.2531,0.4,1.3,2.0,0.1,2.0
43.6425,-79.3872,-0.1,1.0,0.9,0.2,1.5
43.4665,-80.5023,-0.7,2.6,0.7,1.5,1.1
43.1667,-79.2333,-0.5,1.5,-0.1,1.2,0.2
43.8927,-79.2641,0.3,-0.2,1.4,0.1,1.1
51.1793,-114.1333,-1.2,3.8,0.0,-0.4,0.6
44.25,-76.95,-0.9,2.1,1.0,2.0,0.5
48.4488,-123.3501,0.2,1.5,1.5,1.2,0.7
43.7358,-79.328,-1.0,1.7,1.6,0.8,1.6
43.6772,-79.5894,-0.8,2.1,-0.4,0.4,1.8
43.6667,-79.4167,-0.2,1.6,0.5,0.5,1.1
45.3155,-75.837,-1.4,2.3,0.8,0.4,0.7
49.2393,-123.0729,-0.2,0.9,1.8,1.5,1.6
45.3155,-75.837,0.0,3.0,1.0,1.0,1.0
43.6425,-79.3872,1.0,2.3,0.0,0.9,0.2
43.8,-79.4167,0.1,0.3,2.3,1.6,1.6
43.3248,-79.7957,1.2,2.3,2.0,0.9,0.9
43.3248,-79.7957,-0.5,2.0,-0.2,1.2,1.7
45.5335,-73.6464,0.8,2.6,0.0,0.3,1.7
43.6425,-79.3872,1.4,0.7,-0.4,0.2,1.3
45.3155,-75.837,-1.4,2.7,0.6,1.5,0.7
45.4979,-75.7043,0.0,2.5,2.1,0.7,1.2
45.3155,-75.837,-0.8,0.8,2.3,1.5,0.8
43.6667,-79.4167,0.6,2.1,1.5,0.4,1.2
43.8,-79.4167,-1.2,2.4,1.3,0.9,1.3
53.549,-113.8995,-1.7,3.1,0.4,0.4,0.9
43.8,-79.4167,1.1,2.4,0.9,0.4,1.7
43.8,-79.4167,-0.6,2.1,1.2,0.5,0.5
43.8,-79.4167,0.1,1.9,1.1,0.6,1.1
45.0467,-64.3502,-0.7,0.2,1.6,1.3,1.8
43.8,-79.4167,1.0,2.3,1.0,-0.2,1.1
43.8,-79.4167,0.3,1.7,1.6,1.4,1.9
43.8,-79.4167,-0.4,1.1,1.0,1.6,1.3
43.8,-79.4167,0.8,2.1,1.2,1.5,0.5
51.0833,-114.0833,1.0,1.6,1.7,1.4,1.4
49.8826,-97.1623,-0.4,1.5,2.5,1.2,1.3
43.8,-79.4167,0.5,1.0,1.4,0.4,0.9
43.8,-79.4167,0.1,2.5,1.2,1.4,1.4
45.3155,-75.837,-0.1,0.8,1.8,1.1,2.0
45.7786,-73.3498,-1.4,2.1,1.2,1.1,0.6
42.8853,-79.2517,2.0,2.3,1.1,2.3,1.4
45.3467,-75.77,1.1,1.1,2.4,1.1,1.6
45.3467,-75.77,0.8,1.4,1.7,0.8,1.8
45.3467,-75.77,0.7,2.9,1.5,0.3,1.4
45.3467,-75.77,1.0,2.5,1.3,0.3,0.8
48.4488,-123.3501,1.3,1.4,1.9,1.3,1.4
48.4488,-123.3501,-1.0,2.3,1.8,1.1,0.6
48.4488,-123.3501,1.5,1.8,2.1,2.6,1.2
48.4488,-123.3501,0.1,2.9,1.6,0.6,0.2
48.4488,-123.3501,0.5,2.6,2.2,0.8,0.9
48.4488,-123.3501,1.2,2.6,1.6,2.5,2.3
48.4488,-123.3501,0.2,0.7,2.5,1.4,1.8
45.3467,-75.77,0.5,1.5,2.4,2.3,2.3
48.4488,-123.3501,-0.4,1.5,1.8,0.8,1.1
48.4488,-123.3501,-0.9,1.4,1.4,1.8,1.3
48.4488,-123.3501,0.0,2.1,1.7,1.3,1.1
48.4488,-123.3501,-1.1,1.4,1.1,2.6,1.4
48.4488,-123.3501,-2.0,1.9,2.2,1.7,1.6
48.4488,-123.3501,1.2,1.0,1.7,1.1,1.1
48.4488,-123.3501,0.4,1.7,1.0,1.5,1.0
48.4488,-123.3501,-1.1,2.4,2.4,1.6,1.2
48.4488,-123.3501,-0.7,3.4,2.3,-0.6,1.0
48.4488,-123.3501,0.4,1.8,1.6,0.7,1.2
48.4488,-123.3501,-1.4,2.8,1.7,0.7,1.0
43.6305,-79.4762,-0.9,3.0,0.7,1.2,0.4
43.75,-79.2,-1.6,2.0,2.1,-0.6,2.2
45.5167,-73.6667,-0.8,2.5,1.4,1.4,1.1
43.6425,-79.3872,-1.0,1.9,1.2,0.8,1.3
43.5892,-79.7239,1.1,2.8,0.7,0.8,1.8
43.6425,-79.3872,-0.7,2.0,1.3,0.8,1.0
45.3155,-75.837,2.0,1.1,2.4,1.3,2.4
45.3155,-75.837,1.1,2.4,2.6,-0.2,2.1
49.6765,-112.8035,-1.0,3.6,1.3,0.3,0.9
45.3155,-75.837,-0.4,2.4,1.4,1.7,1.5
43.3938,-80.4443,-1.1,3.3,0.6,0.4,1.4
48.4278,-123.3574,0.0,0.3,1.0,1.6,1.8
43.7685,-79.3584,2.0,1.8,1.4,2.1,1.5
43.6425,-79.3872,-1.4,1.2,-0.5,0.7,1.3
43.3503,-79.8117,-0.4,2.0,1.0,1.3,0.9
44.65,-63.6,0.1,1.2,2.2,0.1,1.7
45.3155,-75.837,0.5,2.2,1.9,0.0,2.0
45.4644,-73.5798,-0.8,1.6,0.9,1.2,1.5
45.3155,-75.837,-0.3,2.6,1.3,1.6,1.2
46.8,-71.25,1.1,-0.2,1.5,2.6,2.1
45.3155,-75.837,-0.2,1.6,1.5,0.8,1.0
49.1701,-123.1438,0.3,0.8,1.2,0.7,0.9
43.55,-80.25,-1.7,2.8,-0.2,1.2,0.8
43.6425,-79.3872,0.7,0.5,2.3,1.7,2.1
43.55,-80.25,-0.2,3.4,0.8,1.4,1.5
43.7025,-79.2656,0.5,1.7,1.7,2.1,1.4
43.7025,-79.2656,0.6,2.8,2.0,0.0,2.0
43.7025,-79.2656,1.1,1.2,2.0,1.2,1.2
53.5766,-113.4608,0.1,1.8,0.2,1.0,1.4
49.9225,-97.0947,0.0,1.5,0.6,0.4,1.2
49.8826,-97.1623,0.3,2.4,1.4,0.8,1.5
49.8826,-97.1623,0.5,3.2,1.3,0.5,1.5
43.6667,-79.4167,1.5,2.0,2.1,0.9,1.7
45.7551,-73.5959,0.2,1.3,2.0,0.8,1.5
45.4,-75.7235,0.3,3.0,0.0,0.4,0.7
45.3709,-71.8561,0.2,1.7,1.8,1.4,1.3
45.5829,-73.6524,-1.3,2.0,2.2,1.4,1.4
43.6667,-79.4167,-0.8,2.5,0.9,1.1,1.0
46.4223,-81.1165,0.2,3.1,2.1,1.5,1.4
43.6425,-79.3872,0.9,0.4,0.7,0.6,1.0
43.6425,-79.3872,0.8,2.3,2.2,1.6,1.8
43.6425,-79.3872,1.6,1.6,1.9,0.8,1.5
45.3155,-75.837,2.0,0.2,2.6,2.3,2.6
53.3,-60.3,-1.7,0.9,0.3,0.5,1.5
55.75,-97.8667,1.2,1.5,1.8,0.5,1.8
43.6425,-79.3872,-1.0,3.3,0.3,0.7,1.3
43.6425,-79.3872,-0.2,1.6,2.1,0.6,1.5
45.3155,-75.837,-1.3,3.5,0.7,0.0,2.0
43.6425,-79.3872,0.3,2.3,2.2,2.2,1.5
43.6425,-79.3872,-0.3,1.7,1.0,1.0,1.8
43.6425,-79.3872,-0.1,0.8,2.2,1.0,1.7
45.478,-73.6704,-1.4,2.6,1.6,0.7,-0.1
48.4449,-123.3745,0.1,2.0,1.8,1.1,1.4
51.0667,-104.95,-1.2,3.4,-0.1,-0.3,1.6
53.5614,-113.5461,0.1,2.0,0.5,1.0,1.0
43.6425,-79.3872,-0.8,3.2,-0.1,-0.5,1.8
43.6425,-79.3872,-0.9,2.1,0.9,-0.6,1.7
53.5495,-113.5453,-0.6,0.4,-0.6,0.5,2.0
49.1348,-122.9131,-0.8,1.2,0.6,-0.2,1.7
43.6425,-79.3872,1.2,1.2,1.2,1.7,1.3
43.7025,-79.2656,-0.1,2.7,1.5,0.7,1.0
43.6543,-79.3796,-0.6,1.0,2.3,0.6,1.7
43.4529,-80.5281,-0.7,1.8,0.7,1.9,1.7
45.3155,-75.837,0.4,1.5,1.2,0.3,1.4
45.3155,-75.837,-1.5,1.8,0.7,1.5,0.4
46.5,-80.9667,-1.5,0.2,1.3,0.8,1.6
45.3155,-75.837,-0.8,2.2,0.6,1.1,1.6
43.8842,-79.3359,-0.7,2.3,1.7,1.0,1.2
43.6525,-79.3686,-1.2,2.1,-0.8,-0.7,0.8
43.6618,-79.3847,0.0,0.7,1.4,0.4,1.5
45.3155,-75.837,-1.6,3.2,0.3,0.6,0.7
45.3155,-75.837,-1.8,1.5,1.5,-0.7,0.9
43.2428,-79.8524,-1.1,0.6,1.8,2.0,0.7
45.3155,-75.837,-0.9,1.4,1.0,0.7,1.0
45.3155,-75.837,0.9,0.7,1.6,1.4,2.2
49.0764,-122.6797,-1.0,3.2,0.8,-0.3,1.5
43.6425,-79.3872,0.5,1.6,1.6,0.4,1.9
43.6425,-79.3872,-1.5,3.3,1.9,0.1,0.2
43.4529,-80.5281,-0.8,1.3,0.9,1.5,1.7
48.7,-123.45,-0.5,1.3,1.3,1.4,1.8
53.55,-113.5,-1.0,1.2,0.6,0.9,1.0
43.6425,-79.3872,-1.0,2.5,1.5,0.7,1.1
45.3155,-75.837,-0.9,2.5,1.7,0.3,0.8
49.25,-123.1333,-0.7,1.6,0.7,0.7,1.8
43.3585,-79.8093,0.6,1.1,1.1,2.0,1.2
45.3155,-75.837,-0.7,0.9,1.5,1.3,1.8
43.448,-80.4589,-0.4,1.4,1.8,2.1,0.9
42.1106,-83.1115,0.4,0.5,1.1,0.9,2.0
49.88,-119.5355,-1.2,0.7,2.0,1.9,0.8
45.3155,-75.837,0.5,2.1,2.2,1.3,2.2
43.6699,-79.7444,-0.5,1.5,0.9,-0.1,0.7
43.6425,-79.3872,-1.3,2.3,1.5,1.4,0.8
43.6536,-79.4258,0.0,2.6,1.2,0.5,1.7
42.3159,-83.0393,0.2,0.5,1.6,2.2,1.1
45.81399999999999,-74.0176,-1.8,1.3,-1.0,0.5,1.5
43.6425,-79.3872,1.9,-0.2,1.1,0.5,1.5
45.3155,-75.837,-1.1,2.7,1.6,-0.5,1.5
43.6425,-79.3872,-0.4,2.0,0.8,0.0,2.0
43.7496,-79.4886,-0.2,0.4,1.1,0.1,1.5
43.75,-79.2,1.1,2.2,1.0,0.3,1.7
50.4423,-104.6116,0.1,1.9,1.5,0.9,2.0
43.6425,-79.3872,-0.5,2.0,0.8,0.0,2.1
46.5,-84.3333,0.1,2.1,2.0,0.7,2.0
49.2695,-123.0556,1.4,3.3,2.5,0.5,2.2
43.6425,-79.3872,-0.2,2.8,1.5,2.4,2.2
45.3155,-75.837,-1.0,1.6,1.9,1.3,1.4
43.3585,-79.8093,-0.3,0.6,1.3,0.2,1.8
51.0402,-113.9844,-0.7,2.1,2.1,2.0,1.8
46.8921,-71.2732,1.6,1.8,2.5,0.6,1.9
43.6425,-79.3872,-0.8,1.2,0.0,0.6,1.8
45.469,-73.8862,1.3,1.2,2.1,1.0,1.5
49.2765,-123.2177,-0.8,1.0,-0.8,2.0,2.1
44.64100000000001,-63.5682,-0.6,1.8,1.4,0.8,1.0
42.3062,-83.0017,1.0,1.4,0.7,-0.4,0.2
43.6667,-79.4167,1.3,2.4,1.2,0.4,1.5
43.6778,-79.3992,0.8,1.2,2.1,1.0,1.8
49.1551,-121.9459,-1.7,1.4,1.6,1.0,0.3
43.6619,-79.3952,1.2,2.9,2.3,0.5,1.5
52.2887,-113.8394,-0.6,1.7,1.3,0.3,1.8
43.6425,-79.3872,1.0,1.8,0.2,-0.3,0.8
45.2308,-66.0953,1.2,0.5,-0.3,1.0,1.6
43.2645,-79.8664,0.5,2.5,2.5,0.2,0.8
43.9561,-78.9556,-0.7,1.2,0.2,0.8,1.4
45.3155,-75.837,1.2,0.6,2.4,0.0,1.9
45.3155,-75.837,-0.5,3.6,0.7,0.3,1.7
45.4038,-71.8853,0.5,3.0,2.2,0.7,1.4
45.8522,-73.7577,1.0,1.9,0.6,-0.4,2.0
43.6885,-79.7616,-0.2,2.8,0.2,0.7,0.1
45.3155,-75.837,-0.8,2.1,1.9,2.3,1.0
49.8754,-119.3958,0.7,1.0,0.5,1.4,1.9
43.4487,-80.4849,0.1,1.8,1.3,2.0,1.4
43.447,-80.4725,-1.7,2.9,1.0,0.2,1.3
50.4423,-104.6116,0.2,1.8,1.0,0.3,1.8
53.2667,-113.5333,-1.0,1.4,-0.3,-0.6,2.0
53.55,-113.5,-1.9,0.9,1.0,0.2,0.6
43.7685,-79.3584,-0.8,1.1,1.6,0.7,1.5
42.9833,-81.25,0.2,2.7,0.2,0.4,1.7
44.2763,-78.313,0.3,3.0,1.9,0.7,1.6
42.8853,-79.2517,-0.5,3.0,0.6,0.8,1.5
42.8853,-79.2517,0.0,1.5,1.1,1.3,0.8
42.8853,-79.2517,0.3,2.6,2.0,1.0,1.1
42.8853,-79.2517,0.0,3.6,1.7,1.0,1.3
42.8853,-79.2517,0.0,2.7,1.6,0.1,-0.1
42.8853,-79.2517,1.3,0.9,1.5,0.5,1.6
43.6667,-79.4167,0.1,1.7,1.2,0.4,2.0
42.8853,-79.2517,0.9,0.9,0.2,1.5,2.0
42.8853,-79.2517,0.6,1.4,1.0,0.7,1.8
42.8853,-79.2517,-1.2,2.0,1.9,1.7,0.8
42.8853,-79.2517,-1.3,2.9,0.4,0.4,-0.2
43.4529,-80.5281,2.0,1.5,1.1,2.1,2.0
43.6667,-79.4167,-1.0,2.9,1.3,0.2,0.5
53.5248,-113.5334,-0.4,2.5,1.3,1.6,1.7
45.2308,-66.0953,0.3,1.4,1.7,1.4,0.6
42.9333,-80.2833,0.1,2.5,1.5,1.7,0.9
43.6667,-79.4167,0.8,0.2,2.5,2.2,2.2
45.9535,-66.6704,0.8,1.6,1.4,1.0,1.1
51.0472,-114.0802,1.0,1.8,2.4,0.7,2.2
53.5421,-113.4989,-0.3,0.9,2.2,0.3,1.2
51.0696,-114.0862,-1.1,2.7,0.8,-0.2,0.7
46.3,-79.45,1.4,1.6,2.2,2.0,1.6
45.9535,-66.6704,1.0,1.9,1.6,1.4,1.2
45.4965,-73.6177,-0.6,0.8,0.2,1.8,1.6
44.0065,-77.1464,-0.2,1.7,2.1,0.6,0.9
43.5665,-79.6035,1.6,0.3,1.3,0.0,1.1
43.1343,-79.0359,0.6,2.3,1.7,1.2,0.8
44.1605,-77.3846,0.0,3.2,1.4,0.2,1.2
45.3155,-75.837,0.8,1.1,2.1,0.4,2.2
51.0316,-114.0994,0.3,2.3,2.5,1.3,1.8
49.1641,-122.8193,-0.2,2.6,0.2,0.9,1.9
45.4909,-73.5885,0.4,0.3,1.4,2.5,1.3
43.6858,-79.7602,0.9,2.5,1.6,0.3,2.2
43.7304,-79.8042,-0.2,1.5,1.0,0.8,1.4
45.3155,-75.837,-1.6,3.3,-1.2,1.7,1.0
43.7304,-79.8042,0.1,0.7,1.0,0.7,1.7
43.6272,-79.6222,0.7,1.7,1.9,0.1,2.1
45.3155,-75.837,-0.6,1.4,1.2,1.0,0.7
49.1011,-122.8141,1.2,2.2,1.8,1.3,1.5
45.3155,-75.837,0.1,2.1,1.2,1.3,1.0
46.87600000000001,-71.192,-0.4,2.7,1.9,-0.3,1.1
45.549,-73.7641,-0.2,2.9,1.1,0.2,1.6
43.8603,-79.0434,-0.3,1.8,0.8,0.0,1.5
42.0511,-82.6013,1.5,0.5,2.2,1.5,1.2
46.1984,-74.6292,-0.5,0.7,1.8,1.5,1.8
43.6425,-79.3872,1.1,2.2,2.0,0.4,1.7
49.1173,-122.8234,0.4,1.7,1.1,1.1,1.4
42.9793,-81.2556,-1.1,1.5,1.6,1.3,2.0
45.3155,-75.837,0.1,1.3,1.1,1.3,1.6
49.3016,-123.0309,-0.6,2.9,2.2,0.2,1.7
49.2768,-123.1469,1.5,-0.1,2.6,0.3,1.6
49.2768,-123.1469,-0.2,3.3,2.6,1.7,1.8
43.5749,-80.2688,1.4,1.2,1.9,0.6,1.2
44.25,-79.4667,0.4,1.3,1.6,0.7,1.8
44.231,-76.4791,0.5,1.3,1.1,-0.3,2.0
43.6425,-79.3872,0.3,0.7,1.3,0.7,1.6
43.6425,-79.3872,0.2,3.4,2.1,-1.0,1.6
43.6858,-79.7602,0.1,1.4,1.5,1.6,2.4
43.6858,-79.7602,-1.4,2.2,0.3,0.6,1.6
43.6858,-79.7602,-0.7,3.3,1.0,0.7,1.5
43.6858,-79.7602,-0.1,2.3,1.0,1.3,0.8
43.6858,-79.7602,1.0,3.6,1.2,0.7,1.6
43.6858,-79.7602,0.0,3.1,1.3,-0.1,0.8
43.6858,-79.7602,-0.9,0.9,1.3,0.6,0.7
43.1343,-79.0359,1.6,1.3,0.9,0.9,1.7
49.1833,-98.1,1.2,1.7,1.4,0.9,1.5
45.3155,-75.837,-1.2,1.7,1.7,2.0,1.7
