lat_appx_lots_of_err,long_appx_lots_of_err,EXT,EST,AGR,CSN,OPN
43.2604,-79.8961,0.0,2.2,2.0,1.9,1.1
43.2604,-79.8961,-0.8,1.0,2.6,0.8,1.1
45.3709,-71.8561,0.4,1.9,1.7,1.8,2.1
45.5565,-62.7157,0.5,1.7,2.5,0.3,1.0
43.6675,-79.296,-1.1,2.4,1.8,-0.5,2.0
45.3155,-75.837,0.1,2.9,1.4,0.0,1.4
43.6425,-79.3872,1.4,0.8,1.2,0.7,1.1
45.3155,-75.837,0.4,0.6,2.6,2.6,2.6
45.4979,-75.7043,0.0,1.9,1.4,0.6,1.6
43.6,-79.65,-1.0,2.4,1.8,1.5,2.0
45.2758,-66.0845,-1.1,2.6,1.4,0.5,1.1
45.3155,-75.837,-1.4,1.9,1.5,0.0,1.1
45.3155,-75.837,-0.2,3.0,0.4,0.8,0.2
45.4127,-75.6742,-0.1,2.5,1.4,1.9,1.3
43.7025,-79.2656,-0.4,1.7,1.6,1.0,1.4
43.6667,-79.4167,-0.5,0.8,1.7,0.3,1.5
49.2702,-123.1017,0.8,1.2,1.1,1.7,1.7
43.6425,-79.3872,-0.1,3.3,1.8,-0.4,0.2
49.2376,-123.1639,-0.1,2.7,1.5,0.6,1.2
44.6464,-63.5929,0.0,2.2,1.7,1.2,1.2
43.6,-79.65,1.0,0.6,1.0,1.4,1.9
43.2237,-79.2191,0.5,2.0,1.5,2.4,0.1
43.6425,-79.3872,-0.5,2.4,1.2,0.8,1.2
43.3479,-79.7593,-0.8,3.8,1.7,0.4,1.8
49.8833,-97.1667,-1.4,2.2,1.7,-0.6,1.3
45.5664,-73.64699999999998,0.9,2.1,2.3,0.8,1.3
45.3155,-75.837,-1.1,1.8,1.7,0.9,1.9
44.65,-63.6,0.1,2.7,2.0,1.1,1.3
43.8759,-79.4381,-1.8,3.0,0.2,1.5,1.9
45.3155,-75.837,0.5,0.4,1.1,0.6,1.0
45.3155,-75.837,0.0,0.9,1.1,1.2,1.7
43.75,-79.2,1.4,1.1,0.8,0.8,1.9
45.3155,-75.837,0.4,1.2,1.4,1.8,1.6
55.1,-105.3,1.5,2.3,1.5,-1.3,0.2
43.6667,-79.4167,0.5,2.4,1.1,-0.4,1.1
43.6425,-79.3872,-0.3,0.8,1.6,0.9,2.1
43.7685,-79.3584,-1.3,1.5,1.5,-0.6,1.9
43.6425,-79.3872,0.2,2.6,1.0,0.3,1.7
43.6441,-79.3801,-1.6,2.4,-0.6,0.7,1.1
45.3155,-75.837,0.0,2.6,1.5,0.5,1.5
43.6618,-79.3847,0.0,0.9,0.3,0.8,0.9
45.3155,-75.837,-0.2,1.9,1.8,1.6,1.3
45.53,-73.5672,-0.3,2.2,1.2,0.7,1.4
48.15,-80.0333,-0.9,1.8,0.8,0.7,1.5
45.3155,-75.837,0.2,2.0,1.7,1.6,1.4
43.6425,-79.3872,1.1,1.7,-0.1,1.6,1.3
51.0566,-114.1815,-0.6,3.2,1.9,0.4,2.0
43.1719,-79.227,-0.4,0.9,0.5,0.7,1.7
45.3155,-75.837,-0.8,2.8,1.6,0.6,1.6
43.6844,-80.4301,-0.9,0.8,2.2,0.0,1.5
45.3155,-75.837,-1.0,0.3,0.2,2.3,2.2
45.5772,-73.7007,-0.4,2.0,1.1,0.6,1.6
53.5529,-113.584,-1.0,0.8,-0.7,1.8,1.5
43.75,-79.2,-0.7,1.7,1.7,0.7,1.9
43.5974,-79.6402,-1.0,0.8,0.7,1.5,2.2
53.928,-122.7878,-0.7,0.3,2.2,0.9,1.5
51.1497,-114.2695,-0.2,3.3,1.6,0.0,1.9
49.2417,-123.1293,-0.3,3.0,2.1,0.5,2.2
52.8667,-104.6,-0.3,2.6,1.3,0.8,1.6
43.4487,-80.4849,-0.4,2.6,0.7,0.9,1.4
43.4487,-80.4849,-0.3,2.1,0.1,0.0,1.5
43.4487,-80.4849,-0.8,1.4,1.8,1.4,1.4
43.4487,-80.4849,1.6,1.9,2.0,1.1,1.1
43.4487,-80.4849,-1.6,3.1,1.8,0.1,1.6
43.4487,-80.4849,-0.4,2.4,2.2,0.9,1.5
43.4487,-80.4849,1.1,1.6,1.1,-0.6,1.4
43.4487,-80.4849,0.0,0.2,0.8,1.4,0.7
43.4487,-80.4849,0.0,1.2,1.6,1.4,2.0
43.4487,-80.4849,1.4,2.9,1.6,0.2,0.6
43.4487,-80.4849,-1.1,3.2,1.1,0.3,-0.2
43.4487,-80.4849,0.0,1.8,2.2,2.2,1.8
43.4487,-80.4849,-0.5,2.2,2.2,0.5,0.5
44.65,-63.6,-0.6,1.6,1.3,0.4,1.2
43.6667,-79.4167,-0.7,1.8,2.0,1.6,1.7
44.65,-63.6,1.1,2.2,0.6,0.3,2.0
45.3155,-75.837,-1.9,0.5,-1.0,1.6,1.6
45.3155,-75.837,0.3,2.0,1.4,1.6,0.8
43.6425,-79.3872,1.4,1.9,2.0,0.2,1.9
45.3155,-75.837,-1.7,2.8,1.3,0.7,1.3
50.9878,-114.0001,1.8,2.0,1.9,0.4,1.9
43.1751,-79.2389,1.0,1.4,1.4,0.5,1.1
49.304,-122.9689,-0.2,3.3,1.5,0.3,0.5
43.6667,-79.4167,-0.6,-0.1,0.8,1.8,1.2
43.4487,-80.4849,-0.1,2.4,2.5,1.8,1.6
43.7964,-79.4278,0.4,1.1,1.3,1.5,1.7
53.4,-117.5833,-1.1,0.8,2.1,1.0,2.1
43.6425,-79.3872,-1.1,0.6,0.1,-0.7,2.0
45.3155,-75.837,0.4,1.3,1.8,2.3,1.6
43.6369,-79.3505,1.6,0.0,2.6,2.4,2.3
43.4487,-80.4849,1.8,0.5,1.8,1.2,2.0
49.1307,-122.5369,-0.8,2.5,1.0,1.8,1.2
43.4487,-80.4849,-0.2,3.2,1.4,1.0,1.3
43.6425,-79.3872,-0.3,1.3,1.6,0.9,1.7
43.6619,-79.3952,0.3,3.0,0.8,0.7,1.8
49.1667,-122.9667,0.7,2.7,2.4,1.3,2.2
49.6833,-115.9833,-0.9,0.5,1.9,1.8,1.8
43.6425,-79.3872,-0.6,3.4,1.3,-0.3,1.8
43.6425,-79.3872,-1.0,0.6,0.2,2.0,2.2
45.3155,-75.837,-1.0,3.3,1.1,0.8,1.4
45.6908,-73.6308,-0.8,1.8,1.3,1.1,1.4
53.7167,-113.2,0.1,2.4,0.5,1.2,1.3
42.3158,-83.0568,1.8,2.5,2.3,0.2,1.8
45.3155,-75.837,0.0,1.5,2.1,1.1,1.2
45.3155,-75.837,-0.8,1.2,2.1,0.8,1.7
44.0083,-79.6826,-1.2,1.5,2.1,0.5,1.7
43.2574,-79.8676,0.7,1.9,1.4,0.1,1.2
45.6318,-73.8261,0.1,1.2,0.8,0.3,1.7
53.5322,-113.4404,0.8,1.6,1.3,0.7,1.3
45.45,-73.2667,-1.2,3.1,0.4,0.3,0.8
45.3155,-75.837,-0.1,1.2,1.9,1.0,1.1
52.2592,-113.8237,-1.2,0.6,-0.6,1.5,1.4
52.3,-114.0833,-0.1,2.7,1.7,1.5,1.6
43.6425,-79.3872,-0.2,1.7,0.3,1.7,0.9
45.3155,-75.837,0.7,2.9,2.0,1.2,2.1
47.55,-52.6667,0.1,3.5,0.9,-0.6,1.4
45.3155,-75.837,0.8,3.2,2.2,1.2,2.1
45.3155,-75.837,0.1,2.0,1.0,0.4,1.6
53.5495,-113.5453,0.6,0.8,2.2,2.1,1.9
43.6425,-79.3872,-0.1,1.5,0.4,2.0,2.4
47.55,-52.6667,0.4,2.9,1.7,0.8,0.6
45.3155,-75.837,-2.0,1.5,0.6,0.8,2.0
45.3155,-75.837,0.3,2.5,1.2,0.2,2.0
43.1667,-79.2333,0.6,2.7,2.1,0.2,0.9
44.2202,-76.5849,-1.0,2.1,2.1,0.5,1.4
45.5,-73.5833,-0.8,2.5,2.5,0.2,2.1
44.65,-63.6,-1.1,1.2,1.7,0.7,1.6
45.3155,-75.837,0.4,1.3,0.7,1.8,2.0
42.3062,-83.0017,-0.2,2.9,1.0,0.4,1.3
42.3062,-83.0017,0.9,3.2,1.7,0.5,1.6
43.6425,-79.3872,0.5,0.6,1.9,1.7,2.2
43.6425,-79.3872,0.2,2.2,0.6,0.8,0.4
43.6425,-79.3872,-0.2,0.7,0.5,2.2,0.9
43.6425,-79.3872,-0.9,2.9,0.8,0.7,1.0
50.4423,-104.6116,0.6,2.5,1.2,0.4,1.3
46.1671,-62.6522,0.0,1.0,1.5,2.1,2.2
43.4487,-80.4849,0.3,1.5,1.5,2.1,1.8
43.6425,-79.3872,1.2,2.4,2.6,1.9,1.9
53.5167,-113.3167,0.8,1.8,2.3,1.2,1.2
52.2592,-113.8237,0.0,1.4,0.9,1.1,1.1
45.3155,-75.837,-1.4,3.4,1.7,0.8,1.3
43.6667,-79.4167,1.1,2.9,2.3,-0.1,0.4
43.6619,-79.3952,-0.5,0.5,1.3,0.8,2.2
43.6425,-79.3872,0.0,2.6,1.0,0.8,0.7
43.6892,-79.7079,0.7,0.5,2.0,1.6,2.1
46.4918,-80.9955,0.1,3.4,1.8,1.6,1.6
43.7358,-79.328,-0.4,2.7,1.9,-0.1,0.5
45.5,-73.5833,-1.5,2.6,1.3,-0.2,2.2
45.3155,-75.837,-1.5,1.0,2.1,0.0,1.4
45.4129,-75.6901,-1.0,2.1,1.1,0.7,1.2
45.3155,-75.837,0.8,1.5,1.9,1.6,1.3
43.6425,-79.3872,0.0,2.2,1.8,0.4,1.7
53.5157,-113.6339,-0.8,2.2,2.6,2.2,1.8
49.25,-122.95,1.5,2.2,1.0,0.2,1.4
45.3155,-75.837,-0.6,1.0,0.0,0.5,2.2
52.2451,-113.7855,-0.1,2.3,0.1,1.3,1.4
44.2763,-78.313,1.9,1.7,1.3,1.4,1.5
45.3467,-75.77,-0.5,1.9,2.6,1.8,1.7
45.5335,-73.6464,1.9,-0.2,0.2,1.2,2.1
43.6425,-79.3872,-0.5,0.2,2.6,1.3,1.8
43.6667,-79.4167,0.9,2.0,1.5,-0.2,1.6
51.0591,-114.1146,-0.2,3.0,1.9,1.1,1.3
43.6525,-79.3686,0.6,0.7,1.6,1.9,2.2
43.6425,-79.3872,-1.0,1.9,2.0,1.8,1.2
49.8833,-97.1667,-0.1,0.6,1.1,1.2,1.5
43.7984,-79.4186,1.7,0.0,0.9,1.8,2.2
45.3155,-75.837,0.2,0.8,2.4,1.8,1.6
51.0833,-114.0833,-0.2,1.3,-0.1,1.4,2.0
43.6425,-79.3872,0.5,2.3,1.7,0.4,0.6
53.5462,-113.2562,-2.0,1.7,-0.4,0.0,0.6
43.6425,-79.3872,0.6,1.8,0.7,0.5,0.8
45.3155,-75.837,0.3,2.9,1.5,1.1,1.7
43.6092,-79.6201,-0.1,2.3,0.9,0.6,1.1
43.6667,-79.4167,0.3,3.1,2.6,-0.2,2.1
43.6867,-79.4867,0.9,1.3,2.0,0.5,2.2
45.3155,-75.837,0.4,2.2,0.8,1.8,1.8
52.1131,-106.622,-1.1,2.2,1.9,-0.3,2.2
43.6425,-79.3872,-1.4,0.3,1.3,2.3,2.2
43.6469,-79.3823,0.0,2.4,0.7,0.2,1.8
45.3155,-75.837,1.1,1.5,2.0,1.2,1.7
49.1011,-122.8141,0.2,2.1,2.4,1.4,1.6
44.6514,-63.5818,-0.8,1.5,1.4,0.8,2.2
45.3155,-75.837,0.8,1.6,1.7,1.5,2.0
49.2765,-123.2177,-1.3,2.4,0.8,0.8,0.8
43.4529,-80.5281,1.2,1.0,2.0,1.6,1.7
45.3155,-75.837,-0.7,2.5,1.3,0.4,1.3
49.2846,-122.9914,1.4,0.7,1.2,1.1,1.9
49.2558,-123.1037,-1.0,1.9,1.3,-0.5,1.7
49.8803,-119.5004,-0.4,0.9,2.5,0.5,1.1
45.2308,-66.0953,0.1,2.6,1.3,0.1,1.8
43.6536,-79.4258,0.6,0.8,1.6,0.6,1.6
43.6425,-79.3872,0.3,1.5,1.6,1.1,2.0
45.3155,-75.837,-1.1,3.1,1.9,0.6,1.7
51.7833,-114.1,-0.7,2.1,1.1,2.4,1.4
43.6425,-79.3872,1.1,2.6,2.1,0.0,1.1
45.5833,-70.8833,-1.7,0.5,-1.1,0.4,1.7
43.6425,-79.3872,-1.2,1.4,1.8,1.6,1.8
43.6618,-79.3847,-1.1,3.0,0.3,1.8,2.0
49.1667,-122.9667,-0.5,1.2,1.3,1.5,1.6
43.6425,-79.3872,0.6,3.1,0.9,0.2,1.4
43.6425,-79.3872,0.3,1.8,1.2,0.0,1.6
43.4487,-80.4849,-1.1,3.3,1.7,0.4,1.0
45.3155,-75.837,0.4,1.2,1.6,0.9,0.8
43.9667,-79.25,0.2,1.1,1.3,0.6,2.1
45.3155,-75.837,0.2,1.3,1.5,0.4,1.4
49.164,-122.656,-1.3,0.2,0.6,1.3,2.2
45.3155,-75.837,-0.9,1.7,1.4,1.2,0.3
43.5747,-79.7278,-1.3,1.5,1.4,0.1,1.5
49.164,-122.656,-1.2,-0.2,1.0,1.0,2.2
49.164,-122.656,-1.2,-0.2,2.6,1.4,2.2
43.7521,-79.4202,0.8,2.5,2.2,0.8,0.7
53.5483,-113.408,0.9,1.0,0.7,1.0,1.8
42.7788,-81.2134,1.1,1.3,0.8,0.3,1.6
45.3155,-75.837,0.1,0.0,2.5,0.7,0.7
43.6425,-79.3872,0.2,2.6,1.6,0.5,1.9
52.1449,-106.6704,-0.6,2.3,2.0,1.6,0.7
43.6425,-79.3872,-0.7,2.1,2.2,2.4,2.2
43.6425,-79.3872,1.9,0.1,2.0,2.1,1.2
43.6425,-79.3872,-1.1,0.6,1.2,0.8,1.0
50.7,-119.2833,0.4,1.9,2.0,0.7,1.3
46.3094,-79.464,0.6,1.2,1.2,1.1,1.3
46.1117,-64.834,-0.8,2.0,0.3,1.3,0.6
45.9535,-66.6704,-0.1,1.6,1.9,1.6,1.8
45.3155,-75.837,-1.6,1.6,0.0,0.7,1.6
43.75,-79.2,1.2,1.2,1.8,1.3,2.2
44.2322,-76.4799,0.7,2.7,1.4,0.0,2.1
49.6765,-112.8035,1.3,1.3,2.2,0.1,2.1
43.2566,-79.8683,0.5,2.8,0.9,-0.5,1.4
43.6667,-79.4167,0.8,1.5,0.9,0.2,2.2
43.9167,-80.8833,-1.3,0.5,1.3,1.5,1.7
43.6425,-79.3872,0.7,2.1,1.5,0.4,0.8
43.6858,-79.7602,0.3,1.4,2.3,1.1,1.5
44.1167,-79.5667,1.3,3.6,2.1,0.0,2.3
44.2274,-76.5134,1.1,1.1,2.5,1.3,1.7
52.36,-114.3736,0.0,1.6,0.8,1.3,1.1
52.36,-114.3736,-0.2,2.9,1.2,0.1,0.2
43.6441,-79.3801,-0.4,2.3,1.5,1.5,2.2
43.6425,-79.3872,-1.9,3.3,-0.9,-0.2,-0.7
43.649,-79.3784,-0.1,1.0,0.2,2.6,2.0
47.9163,-69.4367,2.0,3.8,1.8,1.8,1.8
43.8,-79.53,-1.8,3.2,1.9,-0.1,0.8
44.2202,-76.5849,0.9,1.3,1.0,0.7,1.4
43.6425,-79.3872,-0.9,2.7,0.3,0.4,0.7
52.2451,-113.7855,0.3,3.1,1.7,2.2,1.6
43.6425,-79.3872,-0.3,1.6,1.0,0.3,1.7
44.1167,-79.5667,-0.2,0.9,1.1,1.7,0.7
45.3155,-75.837,0.9,2.7,2.1,0.5,1.4
45.3155,-75.837,0.3,2.6,2.5,1.0,1.7
43.6667,-79.4167,-0.1,2.8,2.1,-0.2,0.9
44.1167,-79.5667,-1.1,1.7,-0.4,1.2,1.6
43.6425,-79.3872,1.2,0.2,2.6,0.6,2.2
45.3155,-75.837,-1.5,1.6,1.4,0.7,1.9
49.2765,-123.2177,-1.2,1.6,0.6,1.9,1.9
43.8587,-78.8341,-2.0,1.8,-1.2,0.1,0.4
43.6425,-79.3872,-0.1,2.9,1.3,0.6,2.3
43.6425,-79.3872,-0.7,1.9,0.2,0.1,1.6
45.549,-73.7641,-0.2,1.2,1.7,0.7,2.3
43.6425,-79.3872,0.8,0.6,0.1,2.4,2.0
49.2007,-122.6641,0.8,3.5,1.7,0.8,1.6
52.2451,-113.7855,1.6,0.7,2.0,1.5,1.9
53.55,-113.5,1.4,1.7,2.4,1.2,1.6
49.6833,-115.9833,0.4,0.8,1.5,1.5,0.8
49.1011,-122.8141,-1.7,1.6,0.1,1.8,0.8
43.6403,-79.4374,0.3,1.6,0.4,0.9,1.2
45.3155,-75.837,-1.0,2.6,1.3,2.0,2.0
53.55,-113.5,-0.1,1.8,2.5,0.5,1.8
43.6425,-79.3872,-0.7,0.7,2.1,1.5,1.6
43.6425,-79.3872,-0.3,2.7,0.5,1.3,1.3
50.7833,-119.3333,-1.1,2.5,1.8,0.0,1.1
45.3155,-75.837,0.7,2.2,1.7,1.0,2.0
49.2848,-123.0222,1.5,2.6,2.3,1.3,1.8
45.3155,-75.837,-0.6,2.7,-0.8,1.9,1.9
52.2592,-113.8237,-1.6,0.6,2.2,2.2,1.0
49.8663,-97.1639,0.0,3.6,2.2,0.5,1.7
46.4769,-80.9099,-0.7,2.3,1.3,1.8,1.3
46.3094,-79.464,-0.2,2.0,1.2,0.1,1.2
43.6425,-79.3872,-1.7,3.1,1.9,1.7,0.1
44.6617,-63.6291,-1.0,2.4,2.3,1.4,1.5
43.7496,-79.4886,1.2,1.9,1.8,1.1,1.8
43.7496,-79.4886,0.8,2.3,1.4,0.1,1.8
43.7025,-79.2656,-0.4,2.5,1.1,0.9,1.0
43.7496,-79.4886,-0.5,1.3,1.1,1.3,0.9
53.6129,-113.4572,-0.4,1.3,2.1,1.2,1.8
44.0,-79.4667,0.7,2.1,2.1,1.2,1.4
43.7496,-79.4886,0.7,2.5,1.4,1.1,1.3
43.7496,-79.4886,0.0,1.7,1.9,-0.6,0.9
43.6425,-79.3872,-0.5,1.1,2.5,1.8,1.7
43.7496,-79.4886,-0.4,1.8,1.6,0.5,1.1
43.7496,-79.4886,1.3,1.2,0.7,0.7,0.6
48.4757,-81.3366,1.0,2.6,0.9,1.3,0.7
45.4167,-75.7,-1.7,2.4,0.4,0.6,0.7
52.2592,-113.8237,0.4,2.4,1.3,0.6,1.2
48.4544,-123.458,-1.0,2.6,1.8,0.6,1.9
45.3155,-75.837,-0.8,1.6,1.3,1.5,1.6
44.2763,-78.313,0.5,3.0,1.0,-0.2,1.3
43.6619,-79.3952,1.0,1.2,2.3,1.2,2.3
44.669,-63.5019,0.7,1.7,1.0,0.7,2.0
53.5248,-113.5334,0.8,0.8,1.7,2.0,1.2
49.2765,-123.2177,1.3,2.6,2.4,1.8,2.0
43.6425,-79.3872,-1.0,0.8,0.8,0.6,1.4
49.8754,-119.3958,1.0,2.1,1.9,1.7,1.7
43.6425,-79.3872,-1.3,3.0,1.4,-0.1,1.1
45.5452,-73.6266,0.7,-0.1,2.6,2.6,2.2
43.6425,-79.3872,0.5,1.7,1.5,1.0,1.9
43.1719,-79.227,0.0,1.3,1.5,0.7,0.4
43.6,-79.65,1.2,3.1,2.4,-0.6,1.0
51.0833,-114.0833,-1.5,1.7,1.4,0.9,1.7
45.3155,-75.837,-1.1,0.6,1.6,1.9,2.2
43.6425,-79.3872,0.8,1.2,1.8,1.0,2.2
48.4333,-71.0667,0.0,0.9,1.8,0.1,2.0
43.8667,-79.0333,-1.6,0.9,1.2,0.8,1.3
53.555,-113.4822,-0.3,0.8,2.1,0.4,1.3
51.0696,-114.0862,-0.2,1.5,1.0,1.8,1.0
42.9943,-81.2623,0.5,1.0,1.3,0.8,1.5
42.8853,-79.2517,0.5,2.7,2.5,2.4,1.8
42.8853,-79.2517,0.2,1.1,0.3,0.4,0.7
43.6425,-79.3872,1.4,1.3,2.3,0.4,1.6
50.4253,-104.6347,-0.7,1.3,0.7,0.5,1.1
50.4253,-104.6347,1.1,2.1,2.0,0.7,1.7
50.4253,-104.6347,0.0,1.6,0.7,0.5,0.8
50.4253,-104.6347,-0.1,1.8,1.6,1.2,1.1
50.4253,-104.6347,-0.6,1.0,0.0,0.9,0.8
50.4253,-104.6347,0.8,0.7,1.5,0.7,1.0
50.4253,-104.6347,0.7,1.6,0.8,1.2,0.9
50.4253,-104.6347,-0.1,1.9,0.7,0.3,0.6
50.4253,-104.6347,0.7,2.1,0.8,0.4,1.5
50.4253,-104.6347,1.3,1.3,0.4,0.4,1.3
50.4253,-104.6347,-1.7,1.0,0.9,0.9,0.4
51.0415,-114.0599,0.8,1.4,2.6,2.4,0.2
45.5298,-73.6153,-0.1,0.9,1.4,0.9,1.1
50.4253,-104.6347,0.2,2.0,0.6,1.2,0.6
45.3155,-75.837,0.0,0.7,2.5,1.8,1.7
49.3298,-117.6607,0.2,2.0,2.4,0.8,1.1
45.3928,-71.9441,-0.6,2.1,2.0,1.2,1.7
49.3271,-123.1578,0.2,1.3,2.4,2.2,1.6
49.2848,-123.0222,0.4,2.8,1.2,0.2,1.3
43.6667,-79.4167,0.1,2.2,1.4,1.0,1.1
45.3155,-75.837,-0.5,0.3,1.6,1.4,2.2
45.3155,-75.837,-2.0,2.2,-0.7,0.7,1.9
43.6425,-79.3872,-1.1,3.4,-0.5,0.8,0.9
43.6425,-79.3872,0.1,2.0,-0.2,-0.3,-0.1
43.6425,-79.3872,1.0,0.4,0.6,-0.1,2.5
42.3016,-83.0307,1.3,2.0,2.0,0.6,1.4
43.6667,-79.4167,-0.4,1.1,0.1,1.9,1.8
42.3158,-83.0568,0.1,2.4,1.0,0.7,1.4
43.6618,-79.3847,-1.4,3.1,1.6,0.3,1.3
43.4353,-80.4527,-0.5,1.3,0.7,1.1,0.7
44.1106,-77.5569,-1.6,2.6,1.2,1.5,1.0
44.1106,-77.5569,-1.0,3.4,0.3,1.9,0.9
42.9899,-81.2607,-1.1,2.4,1.2,0.6,1.1
43.1667,-79.2333,0.6,2.1,1.8,1.7,1.2
42.9833,-81.25,1.7,1.6,2.1,0.0,1.3
45.9535,-66.6704,0.3,0.6,1.8,1.8,1.1
43.6425,-79.3872,-0.4,2.4,2.5,1.1,2.2
45.2308,-66.0953,-1.3,1.6,0.7,0.8,1.4
43.6092,-79.6201,-0.1,1.2,1.3,1.3,1.0
49.3298,-117.6607,0.4,1.7,2.4,0.9,1.0
45.3155,-75.837,0.1,3.0,1.3,0.9,0.7
49.8826,-97.1623,-1.6,0.3,-1.2,0.6,1.3
51.0833,-114.0833,0.3,0.0,2.4,0.8,2.1
52.1542,-106.6415,0.6,2.5,1.1,0.4,0.6
43.8,-79.4167,-0.2,1.8,1.0,2.0,1.8
43.6667,-79.4167,-1.2,0.5,1.2,0.7,1.2
43.6844,-80.4301,0.6,0.9,-0.2,1.0,2.0
53.55,-113.5,1.5,1.3,2.0,1.3,1.5
49.2358,-122.8693,-0.1,0.6,1.3,0.4,1.9
42.3158,-83.0568,-0.9,2.2,0.9,1.1,1.3
43.6565,-79.4079,-0.8,1.8,1.3,1.0,2.1
42.0511,-82.6013,1.8,0.1,1.3,1.0,1.3
44.0414,-79.4534,0.5,1.4,0.9,0.4,1.0
48.4359,-71.2318,-1.3,1.8,1.4,0.9,1.8
43.6425,-79.3872,-0.5,1.2,0.9,1.1,1.3
53.5248,-113.5334,-1.0,1.2,0.8,0.7,1.4
43.6425,-79.3872,-1.0,2.8,2.1,1.5,1.5
45.3155,-75.837,0.0,1.4,1.7,1.3,0.8
45.3155,-75.837,0.6,1.2,2.3,1.5,1.8
45.4,-73.5833,-1.3,2.6,1.5,0.1,1.9
45.3155,-75.837,-0.9,1.0,-0.4,0.5,2.4
43.8842,-79.3359,-0.8,2.4,0.8,1.3,1.8
45.3155,-75.837,0.5,1.8,2.3,2.1,1.2
45.3155,-75.837,-0.4,2.8,0.6,-0.5,2.0
43.6425,-79.3872,0.5,3.0,1.2,1.1,1.8
43.6425,-79.3872,0.8,3.0,1.4,-0.1,2.1
43.7496,-79.4886,-0.1,1.2,1.1,1.0,1.4
43.7496,-79.4886,0.7,2.5,1.5,1.1,1.3
43.6358,-79.4668,1.0,3.4,2.1,-0.6,-0.2
51.0472,-114.0802,1.3,0.8,1.6,0.7,2.1
45.3155,-75.837,0.0,1.1,1.2,1.6,2.1
43.6425,-79.3872,-1.1,3.5,0.7,0.4,2.0
43.2574,-79.8676,-1.6,1.4,-0.4,1.3,2.2
43.6425,-79.3872,-1.4,2.2,1.0,1.0,1.3
45.3176,-75.895,-0.1,1.0,1.1,1.0,1.9
43.6667,-79.4167,0.7,1.4,1.9,1.8,1.5
45.4167,-75.7,-1.2,2.5,0.2,-0.6,1.9
43.6425,-79.3872,-1.4,0.4,1.0,1.4,0.6
45.3155,-75.837,-0.1,1.7,1.6,2.0,0.8
43.6425,-79.3872,1.3,1.1,1.6,2.1,1.4
43.6867,-79.4867,-0.9,1.8,1.6,1.4,1.1
43.6425,-79.3872,0.6,3.5,2.1,0.7,1.2
45.3155,-75.837,-1.3,3.1,1.3,0.9,1.2
42.3039,-83.0308,0.2,2.9,1.5,0.6,0.5
43.7685,-79.3584,-0.2,1.5,0.9,0.8,0.7
50.6667,-120.3333,-0.1,0.6,1.6,1.2,2.2
43.6425,-79.3872,-1.7,1.7,1.0,0.7,1.8
45.3155,-75.837,0.5,2.2,0.1,0.9,1.2
45.3155,-75.837,0.3,3.3,2.6,0.4,1.5
43.6425,-79.3872,2.0,1.4,-0.6,0.2,0.6
43.6425,-79.3872,0.4,2.0,1.8,-1.0,1.8
43.6858,-79.7602,0.4,1.4,1.4,0.7,2.0
43.6425,-79.3872,1.8,1.3,2.1,0.7,1.6
42.2581,-82.9988,-0.5,1.6,1.3,1.0,1.5
42.3158,-83.0568,1.3,0.3,2.0,0.8,2.2
43.6425,-79.3872,0.3,2.5,1.5,1.0,2.1
43.6667,-79.4167,-0.5,0.9,0.3,-0.5,2.0
43.8833,-79.7333,1.2,2.1,1.4,0.9,2.1
42.3077,-83.0724,0.1,0.8,1.6,1.7,1.5
43.6425,-79.3872,-0.1,2.0,1.5,0.8,1.8
49.1173,-122.8234,1.0,3.5,2.6,0.8,2.1
43.6425,-79.3872,1.2,1.9,2.2,1.6,1.5
43.6425,-79.3872,-1.0,1.5,2.1,2.0,1.4
43.6425,-79.3872,1.4,2.6,2.6,-0.3,2.1
43.6425,-79.3872,1.6,3.3,1.9,0.8,1.8
43.6425,-79.3872,-0.3,1.5,1.9,0.3,2.2
49.0798,-123.0882,-0.2,2.5,0.2,1.3,1.6
45.3155,-75.837,0.9,0.5,2.0,2.5,1.8
43.6425,-79.3872,1.5,1.9,1.6,0.0,1.6
52.1333,-106.6667,1.4,0.4,0.8,0.8,2.2
42.3039,-83.0308,0.5,0.7,2.0,1.8,2.3
43.6425,-79.3872,-1.1,2.4,0.8,1.1,1.5
43.6667,-79.4167,-0.2,1.6,0.8,1.1,1.5
43.6425,-79.3872,-1.2,1.4,1.9,2.0,1.9
43.6425,-79.3872,0.8,1.9,1.2,1.4,1.2
43.6425,-79.3872,-1.5,0.4,1.8,1.1,2.1
45.5252,-73.5744,-0.6,1.6,0.4,1.5,2.2
45.3333,-75.9,0.5,0.4,2.1,0.5,2.2
43.6425,-79.3872,0.8,2.6,-0.6,1.6,1.2
49.2699,-123.0765,-1.4,1.3,2.0,1.3,2.2
43.7685,-79.3584,0.0,2.5,1.5,1.4,1.9
43.6425,-79.3872,1.1,2.8,2.3,1.6,1.5
42.3077,-83.0724,-1.2,2.2,0.2,1.8,1.2
45.3155,-75.837,-0.3,2.4,1.4,0.9,0.9
42.9793,-81.2556,-0.9,0.8,1.2,0.0,0.6
43.7964,-79.4278,-1.0,0.8,1.3,0.8,0.6
44.2274,-76.5134,1.5,0.2,0.8,0.4,1.7
43.7685,-79.3584,0.5,1.5,1.0,1.1,1.2
42.2932,-82.7075,0.8,1.9,1.7,0.8,1.3
