,EXT,EST,AGR,CSN,OPN,Clusters,lat,long
5074,1.6,0.7,2.1,2.0,1.7,5,45.469,-73.8862
5075,0.7,1.1,1.4,1.6,1.0,5,53.5421,-113.4989
5076,1.1,0.8,1.9,1.3,1.6,5,45.9535,-66.6704
5077,-0.3,1.4,1.4,1.3,0.8,0,49.25,-123.1333
5078,1.1,2.0,0.9,1.0,1.4,4,43.6425,-79.3872
5079,-0.1,1.5,1.9,0.7,2.0,1,44.3351,-64.5006
5080,-0.6,1.8,0.8,0.6,1.2,3,45.53,-73.5672
5081,0.0,2.1,1.1,0.4,1.6,1,49.2499,-123.0556
5082,-0.8,2.2,1.8,0.4,0.8,2,45.6167,-73.75
5083,0.4,1.5,1.6,1.8,1.6,5,49.0192,-123.0867
5084,1.0,1.1,1.9,2.4,1.0,5,43.6425,-79.3872
5085,-1.1,3.5,1.2,1.3,0.8,2,43.6425,-79.3872
5086,-0.2,2.6,-1.4,0.5,0.0,3,45.0,-75.0
5087,-0.2,3.2,1.2,-0.7,1.8,2,43.4487,-80.4849
5088,0.4,1.2,1.7,1.4,1.2,5,43.4543,-79.6921
5089,0.4,1.2,1.8,1.2,2.0,5,49.25,-123.1333
5090,0.4,2.5,1.1,1.1,1.3,4,45.4991,-73.6722
5091,-1.4,3.3,1.7,1.1,0.7,2,49.1859,-97.9396
5092,-0.6,0.7,2.1,2.1,2.1,0,49.2124,-122.9696
5093,1.3,1.3,1.4,1.6,2.1,5,49.0312,-122.3012
5094,-0.2,2.5,1.7,0.7,1.6,4,43.6778,-79.3992
5095,-0.7,3.4,1.9,0.0,1.5,2,45.4118,-75.6304
5096,-0.5,1.5,2.2,2.1,1.1,0,48.7833,-123.7
5097,-0.8,2.1,1.5,-0.1,1.1,2,43.6425,-79.3872
5098,0.5,2.5,1.5,1.7,1.5,4,46.0631,-71.9588
5099,0.2,2.0,1.6,1.4,1.8,0,43.6425,-79.3872
5100,-1.3,2.1,0.3,-0.6,1.2,2,53.555,-113.4822
5101,-0.8,3.4,1.4,1.0,1.1,2,43.6425,-79.3872
5102,-0.1,1.2,1.2,0.6,1.4,1,48.1167,-77.7667
5103,0.5,0.5,2.0,1.5,1.9,5,43.2298,-79.7722
5104,-0.3,1.1,1.7,0.8,1.4,1,43.6667,-79.4167
5105,-1.8,3.4,0.0,-0.5,1.1,2,52.378,-114.9307
5106,1.2,0.4,1.9,-0.2,1.6,1,43.6667,-79.4167
5107,-1.0,2.1,1.8,1.8,0.7,0,49.834,-97.1865
5108,0.3,0.4,1.3,0.8,1.5,1,51.0857,-114.0714
5109,0.2,1.1,1.6,1.5,1.6,5,45.2308,-66.0953
5110,0.0,1.2,0.7,1.0,1.9,1,49.849,-97.1497
5111,-0.3,3.0,1.4,0.8,1.1,2,50.4019,-105.5325
5112,0.5,1.9,2.5,1.5,2.2,5,46.8,-71.25
5113,-0.7,2.3,1.5,2.3,1.5,0,51.0696,-114.0862
5114,1.1,1.5,1.2,2.2,2.3,5,43.6667,-79.4167
5115,0.0,1.9,0.9,1.0,0.7,1,42.3039,-83.0308
5116,-1.5,2.8,1.8,-0.3,1.6,2,42.3016,-83.0307
5117,0.8,3.3,2.0,2.4,0.9,4,48.4349,-89.2192
5118,0.9,2.9,1.9,2.0,1.1,4,48.4349,-89.2192
5119,0.6,1.9,1.9,1.6,1.5,5,43.6425,-79.3872
5120,0.1,1.7,1.0,0.9,0.9,1,43.6425,-79.3872
5121,-1.1,3.5,1.8,2.4,2.0,0,43.6425,-79.3872
5122,0.0,3.1,0.3,-0.1,1.8,2,43.6425,-79.3872
5123,-0.6,2.4,2.1,0.6,1.4,2,43.6425,-79.3872
5124,0.6,1.1,2.3,0.0,2.1,1,44.3891,-79.6901
5125,0.8,0.8,1.4,1.0,1.7,5,43.6667,-79.4167
5126,1.5,0.4,2.6,0.9,1.7,5,43.0963,-79.074
5127,0.2,1.5,1.8,0.6,1.5,1,51.0833,-114.0833
5128,0.0,1.1,1.3,1.2,1.0,1,49.0764,-122.6797
5129,-0.4,1.0,0.2,-1.0,0.9,1,53.6199,-113.6377
5130,-1.3,2.1,0.2,0.3,0.7,2,51.2167,-102.4667
5131,0.2,2.7,1.3,0.3,1.0,4,43.6425,-79.3872
5132,0.1,0.1,2.0,2.6,1.7,5,45.4207,-75.7023
5133,-0.4,2.1,1.7,1.7,1.5,0,45.3155,-75.837
5134,0.1,2.8,1.3,0.4,1.7,4,43.8777,-79.4359
5135,1.5,1.3,0.9,-0.7,1.0,1,43.6425,-79.3872
5136,-1.4,2.7,2.3,0.9,1.2,2,43.6425,-79.3872
5137,2.0,1.8,0.5,0.5,2.1,1,51.0171,-114.0812
5138,-1.3,1.9,1.0,1.0,1.7,3,47.5677,-52.7031
5139,1.2,1.4,1.2,-0.1,0.5,1,43.6425,-79.3872
5140,-0.5,1.6,1.1,0.2,1.3,1,49.2667,-122.7833
5141,-0.7,2.1,0.2,1.0,0.7,3,49.1348,-122.9131
5142,-0.5,2.1,1.8,0.0,2.0,2,45.9535,-66.6704
5143,-1.0,3.2,0.4,-0.2,1.4,2,50.1,-91.9167
5144,1.4,1.6,2.1,0.9,2.3,5,43.3479,-79.7593
5145,-0.4,1.5,1.1,1.3,0.8,0,49.6167,-105.9833
5146,-1.2,0.9,1.7,1.2,1.2,0,43.1719,-79.227
5147,-1.0,0.8,2.3,2.0,1.5,0,45.3155,-75.837
5148,2.0,0.5,2.1,0.8,2.0,5,43.6618,-79.3847
5149,0.4,0.9,2.0,2.2,1.4,5,43.6668,-79.3501
5150,0.9,-0.1,1.1,0.9,1.1,5,48.471,-123.3438
5151,0.3,0.7,1.4,1.9,1.3,5,43.6667,-79.4167
5152,-0.1,0.5,1.1,0.2,1.3,1,50.1,-91.9167
5153,1.7,2.8,1.5,0.6,1.8,4,44.07100000000001,-81.5791
5154,-1.2,1.9,0.5,0.4,1.2,3,45.7599,-73.4343
5155,0.3,2.3,2.1,1.0,2.0,4,50.9693,-114.0514
5156,1.6,0.7,1.3,2.2,0.7,5,53.555,-113.4822
5157,-1.6,2.6,1.8,0.4,1.4,2,43.4543,-79.6921
5158,0.3,2.2,0.9,0.2,1.1,1,52.0333,-113.95
5159,1.5,0.2,1.4,2.0,1.8,5,43.6469,-79.3823
5160,0.3,0.9,1.7,1.4,1.3,5,53.2667,-113.5333
5161,-1.1,3.7,0.6,-0.2,1.4,2,49.25,-122.95
5162,1.2,2.4,2.1,2.0,1.5,4,43.5665,-79.6035
5163,0.9,0.7,0.9,1.2,1.3,5,48.4757,-81.3366
5164,-1.1,2.2,0.9,1.1,0.7,2,43.6425,-79.3872
5165,0.1,0.2,1.7,1.7,1.6,5,42.9943,-81.2623
5166,-0.2,2.5,2.3,1.6,1.9,0,43.4427,-79.6664
5167,1.2,1.0,1.3,0.9,1.7,5,50.5333,-103.6667
5168,-0.7,1.4,1.6,2.5,1.3,0,50.7167,-57.3667
5169,-0.9,3.6,1.9,0.7,1.6,2,43.75,-79.2
5170,0.5,2.6,1.6,0.6,1.3,4,49.2136,-122.8949
5171,0.5,0.4,1.9,2.4,1.9,5,62.45,-114.35
5172,0.9,1.0,1.5,2.5,0.7,5,45.3155,-75.837
5173,-1.4,2.8,1.7,0.7,1.5,2,43.6425,-79.3872
5174,-0.2,2.4,2.0,0.3,1.5,4,44.0065,-77.1464
5175,-0.2,2.0,1.5,0.8,1.6,0,45.5115,-73.616
5176,-0.5,2.7,0.1,-0.2,1.3,2,48.4578,-89.1885
5177,-0.9,2.0,1.8,0.7,1.1,0,43.6497,-79.3952
5178,1.0,1.8,2.0,0.4,1.7,4,43.6425,-79.3872
5179,0.6,0.6,2.0,0.8,2.0,5,51.0833,-114.0833
5180,0.2,0.3,2.2,0.8,1.3,5,43.4543,-79.6921
5181,-1.7,0.8,-0.2,0.0,1.8,3,50.9909,-114.074
5182,1.7,1.9,2.5,0.5,1.5,4,45.5,-73.5833
5183,1.3,2.3,2.2,1.3,2.2,4,43.8927,-79.2641
5184,-0.5,1.8,2.3,1.7,0.7,0,51.0833,-114.0833
5185,0.4,1.1,1.5,1.5,1.5,5,43.7976,-79.227
5186,0.1,1.0,2.2,2.0,2.0,5,43.6425,-79.3872
5187,1.2,0.8,1.3,1.3,1.6,5,51.1147,-114.1796
5188,1.0,0.4,2.2,1.0,2.0,5,53.535,-113.501
5189,1.0,0.5,2.2,2.3,2.0,5,43.4543,-79.6921
5190,1.3,0.6,2.3,2.2,0.3,5,43.6425,-79.3872
5191,-0.3,0.5,1.4,1.3,0.7,1,44.5,-80.2167
5192,0.3,1.3,1.3,1.5,1.6,5,53.4154,-113.4917
5193,-0.4,1.3,1.9,1.9,1.5,0,43.5747,-79.7278
5194,0.0,1.8,0.6,0.7,0.7,1,43.6543,-79.3796
5195,0.8,1.6,1.8,1.5,2.0,5,48.4449,-123.3745
5196,-1.0,1.6,2.0,1.5,1.4,0,44.7314,-63.6482
5197,1.0,3.6,1.1,1.6,1.2,4,43.2566,-79.8683
5198,-0.4,2.0,0.6,-0.2,1.2,2,43.6543,-79.3796
5199,-1.5,2.7,1.0,-0.2,1.2,2,48.3133,-70.8557
5200,0.9,-0.2,1.5,2.0,2.1,5,49.1,-97.5667
5201,-0.3,0.4,1.3,1.6,2.0,5,44.3,-78.3333
5202,-0.8,1.1,2.0,2.6,2.1,0,43.644,-79.4062
5203,1.4,2.4,1.7,0.7,1.6,4,43.8759,-79.4381
5204,-0.9,1.7,1.8,0.6,2.0,0,43.6425,-79.3872
5205,0.1,1.6,1.8,1.7,2.2,0,45.3155,-75.837
5206,-0.8,2.2,1.7,1.0,1.0,0,43.6425,-79.3872
5207,-0.4,3.0,0.4,0.4,1.7,2,43.6425,-79.3872
5208,1.7,-0.2,0.7,-0.2,1.7,1,53.5087,-113.5078
5209,0.4,1.4,1.7,0.6,1.0,1,49.2796,-122.8105
5210,-1.1,0.3,-0.9,0.5,0.9,3,50.0365,-110.661
5211,0.4,2.4,2.3,-0.2,1.5,4,45.5,-73.5833
5212,-0.4,2.3,0.9,0.8,0.9,2,43.6425,-79.3872
5213,-0.4,2.3,1.4,0.8,1.5,2,43.6425,-79.3872
5214,0.3,1.8,1.6,1.0,2.0,4,42.9607,-82.3718
5215,0.4,3.1,1.8,1.6,1.2,4,45.5115,-73.616
5216,0.6,2.3,0.8,1.0,0.6,4,49.7833,-112.15
5217,0.1,3.0,1.7,1.2,1.4,4,43.2522,-79.8489
5218,0.9,1.6,2.2,0.7,2.0,5,43.6425,-79.3872
5219,-0.9,1.4,1.1,0.2,2.0,3,43.1667,-79.2333
5220,-1.0,0.7,0.5,1.3,0.8,3,43.6425,-79.3872
5221,1.0,0.6,2.2,-0.2,1.4,1,43.6425,-79.3872
5222,-0.5,0.5,1.0,0.4,0.9,1,49.8833,-97.1667
5223,1.7,1.0,2.2,0.9,1.9,5,43.6092,-79.6201
5224,-0.9,1.3,1.1,-0.1,1.8,1,43.7685,-79.3584
5225,-0.8,1.8,2.1,0.8,0.4,0,43.6425,-79.3872
5226,-0.1,2.4,2.0,0.3,1.7,4,43.6425,-79.3872
5227,1.7,0.2,0.8,1.0,1.8,5,45.2308,-66.0953
5228,1.0,2.5,2.2,2.0,1.9,4,52.2887,-113.8394
5229,-1.2,1.4,0.7,0.8,2.4,3,49.8754,-119.3958
5230,0.2,2.0,1.9,0.5,2.0,4,43.2561,-79.8575
5231,0.9,2.1,-0.9,1.7,1.3,3,53.4782,-113.5873
5232,0.2,3.2,2.0,0.2,1.5,4,43.6358,-79.4668
5233,0.5,2.4,1.9,1.7,1.5,4,43.6,-79.65
5234,0.0,0.6,0.4,0.4,1.5,1,43.6425,-79.3872
5235,0.0,1.3,0.6,-0.1,1.6,1,45.3155,-75.837
5236,0.5,2.0,2.3,0.3,1.5,4,43.4543,-79.6921
5237,0.0,3.1,1.7,-0.2,1.8,2,49.8833,-97.1667
5238,1.2,2.4,2.3,1.3,1.3,4,43.4543,-79.6921
5239,-1.2,3.0,1.5,1.9,1.2,0,43.6434,-79.5297
5240,0.5,-0.1,2.0,1.3,1.6,5,49.2667,-122.7833
5241,2.0,2.5,2.4,1.2,1.7,4,43.4543,-79.6921
5242,-0.1,0.4,0.2,1.4,1.9,3,52.1333,-106.6667
5243,1.7,0.2,2.2,1.1,2.3,5,44.6224,-63.5736
5244,-0.1,1.8,1.3,1.1,1.5,0,43.3248,-79.7957
5245,-0.6,2.5,1.6,1.0,1.1,2,51.0833,-114.0833
5246,-0.5,2.7,1.3,2.0,1.7,0,45.3155,-75.837
5247,1.3,1.5,0.6,1.4,1.7,5,43.6,-79.65
5248,-0.3,1.8,2.1,0.9,2.2,0,43.6425,-79.3872
5249,-1.1,1.3,1.1,1.1,0.7,3,43.6667,-79.4167
5250,0.1,2.7,1.4,1.1,0.8,4,43.4543,-79.6921
5251,0.9,0.4,2.2,1.4,1.2,5,43.6425,-79.3872
5252,0.8,2.3,1.9,-0.2,1.7,4,43.8333,-79.5
5253,0.4,2.7,1.8,0.4,1.5,4,43.4543,-79.6921
5254,1.2,1.0,1.5,1.0,1.2,5,43.6667,-79.4167
5255,-0.3,2.6,1.5,0.4,1.3,2,43.6425,-79.3872
5256,-0.6,2.9,1.1,0.8,0.1,2,43.6425,-79.3872
5257,0.6,1.8,0.9,-0.8,0.5,1,44.0,-79.4667
5258,0.6,1.2,2.3,0.7,1.8,5,45.4118,-75.6304
5259,0.1,1.3,1.7,0.9,1.4,1,43.4543,-79.6921
5260,-1.0,1.3,1.6,0.7,2.2,0,45.6,-73.45
5261,1.6,1.0,2.0,-0.4,2.4,1,43.8624,-79.9945
5262,0.0,2.0,0.5,1.4,1.3,3,43.4801,-80.4801
5263,-0.5,1.4,0.6,0.8,1.7,3,43.6425,-79.3872
5264,-1.7,1.1,0.5,1.0,1.6,3,45.4167,-75.7
5265,0.8,1.1,1.7,0.6,1.8,1,43.6425,-79.3872
5266,-0.8,2.7,0.7,0.4,1.6,2,45.4127,-75.6742
5267,-1.5,3.7,-1.2,0.4,0.6,2,43.6425,-79.3872
5268,-1.0,2.0,0.4,1.6,0.6,3,43.6667,-79.4167
5269,1.6,1.0,2.1,0.3,1.8,5,43.6543,-79.3796
5270,-0.9,2.1,1.9,1.4,1.6,0,43.4543,-79.6921
5271,-1.0,1.5,1.5,0.5,1.3,0,43.6667,-79.4167
5272,0.0,1.9,1.3,0.9,1.6,1,53.5421,-113.4989
5273,-0.8,3.2,0.1,0.6,0.8,2,49.0499,-122.804
5274,-0.1,1.3,1.3,0.6,2.1,1,51.0591,-114.1146
5275,0.0,0.6,1.9,1.6,2.1,5,49.0764,-122.6797
5276,-0.8,1.5,1.5,0.2,1.2,1,43.6667,-79.4167
5277,-0.4,2.3,1.1,0.8,1.1,2,53.55,-113.5
5278,0.0,0.4,2.0,1.7,2.1,5,45.4,-73.5833
5279,1.7,2.2,1.7,0.6,2.1,4,45.45,-73.2667
5280,-0.6,1.5,0.8,1.7,0.3,3,49.25,-123.1333
5281,-0.2,2.2,1.6,0.8,1.3,0,43.6425,-79.3872
5282,-1.9,2.1,-0.4,-1.1,2.0,2,49.2333,-124.8
5283,-0.7,0.2,1.6,0.9,1.7,1,45.4727,-75.5233
5284,1.1,1.1,1.6,1.1,1.6,5,46.8569,-71.3506
5285,0.3,1.9,0.8,0.5,1.5,1,42.3016,-83.0307
5286,-0.1,1.0,1.5,1.0,0.9,1,43.6618,-79.3847
5287,-0.3,1.4,2.4,2.0,1.2,0,45.5719,-73.5499
5288,-0.2,-0.1,1.7,1.7,1.8,5,49.2136,-122.8949
5289,-0.7,2.6,1.9,1.2,0.8,0,49.8833,-97.1667
5290,-1.5,0.3,1.5,2.3,1.5,0,43.898,-78.8656
5291,0.1,0.9,0.1,2.5,0.0,3,45.5,-73.5833
5292,-1.6,2.1,0.2,2.0,1.3,3,44.0421,-77.7382
5293,-0.6,2.1,1.5,0.7,1.5,0,43.7023,-79.7909
5294,-0.6,3.2,2.1,0.6,0.6,2,45.5,-73.5833
5295,0.5,3.8,1.7,0.2,2.0,4,43.6425,-79.3872
5296,0.6,2.8,2.0,1.6,1.2,4,43.6667,-79.4167
5297,-0.5,1.1,-0.9,2.6,0.3,3,48.4502,-123.3435
5298,-0.8,1.7,0.5,0.0,1.2,3,43.6425,-79.3872
5299,-0.5,0.4,-0.4,0.5,1.5,3,50.1208,-122.9544
5300,-0.4,0.7,2.1,1.6,1.2,0,43.6403,-79.4374
5301,1.1,1.1,1.6,0.9,1.9,5,43.1964,-79.5624
5302,-0.9,0.9,0.4,1.4,1.6,3,43.6425,-79.3872
5303,-0.4,0.2,2.2,0.2,1.7,1,43.6425,-79.3872
5304,0.2,1.5,2.1,1.4,0.3,0,43.6425,-79.3872
5305,-1.2,2.9,1.4,0.5,1.8,2,43.6425,-79.3872
5306,-1.6,2.7,-0.6,0.2,0.9,2,46.5,-80.9667
5307,1.6,0.8,1.5,0.9,1.4,5,53.4822,-113.5269
5308,-1.7,1.8,2.0,1.7,1.2,0,51.0566,-114.1815
5309,0.2,0.4,2.6,1.9,1.4,5,49.1476,-123.1897
5310,0.6,2.8,2.2,0.8,0.6,4,43.8605,-79.3279
5311,1.9,1.6,0.1,1.6,1.7,5,43.5852,-80.5662
5312,1.7,2.5,2.1,1.8,2.1,4,43.3479,-79.7593
5313,0.9,1.4,1.7,0.4,1.0,1,49.8803,-119.5004
5314,1.3,1.6,2.3,1.2,2.5,5,49.1364,-122.8213
5315,0.8,2.0,1.8,0.1,0.6,1,49.1476,-123.1897
5316,-0.8,1.6,1.7,1.5,1.7,0,49.3167,-123.0667
5317,-1.1,1.6,-0.6,0.2,0.4,3,49.1307,-122.5369
5318,-0.1,0.1,2.6,1.5,1.7,5,43.5974,-79.6402
5319,-0.4,2.5,2.3,0.8,1.9,0,43.6543,-79.3796
5320,1.1,1.9,1.7,0.5,1.7,4,50.4423,-104.6116
5321,0.9,2.4,1.6,0.2,1.4,4,45.3155,-75.837
5322,-0.7,1.8,1.8,1.2,2.0,0,50.4423,-104.6116
5323,1.4,1.0,2.1,1.9,2.4,5,45.4129,-75.6901
5324,0.5,2.2,1.7,1.2,1.3,4,50.9878,-114.0001
5325,0.2,2.4,1.5,1.4,1.6,4,43.4543,-79.6921
5326,0.3,1.8,0.2,-0.5,1.5,1,43.6272,-79.6222
5327,1.4,0.6,2.4,1.1,1.5,5,49.25,-123.1333
5328,0.7,0.9,1.5,0.8,2.0,5,45.3176,-75.895
5329,0.8,2.1,1.6,0.5,1.6,4,43.6425,-79.3872
5330,0.8,1.1,2.3,2.3,2.1,5,43.4543,-79.6921
5331,-1.1,3.2,1.4,1.7,1.0,2,43.6425,-79.3872
5332,-0.4,0.8,1.3,0.1,2.1,1,44.35,-78.7333
5333,-0.5,1.7,1.4,0.4,1.4,1,43.2561,-79.8575
5334,-1.1,1.8,0.0,1.9,1.5,3,43.4487,-80.4849
5335,-0.7,2.0,2.6,2.1,1.4,0,43.4543,-79.6921
5336,0.2,1.3,1.2,0.0,1.7,1,43.4543,-79.6921
5337,0.6,2.8,2.0,1.6,1.1,4,49.3325,-123.0674
5338,0.6,0.6,1.4,2.1,1.8,5,43.7797,-79.4156
5339,1.3,2.3,1.9,-0.3,1.7,4,53.5421,-113.4989
5340,0.2,1.7,1.1,0.4,1.5,1,46.2318,-63.1192
5341,-1.3,1.8,0.7,0.9,1.1,3,49.1476,-123.1897
5342,-0.6,2.0,1.6,1.2,0.9,0,45.5,-73.5833
5343,-0.1,3.3,2.1,0.3,1.9,4,43.55,-80.25
5344,-0.6,2.4,0.9,1.2,0.6,2,43.6667,-79.4167
5345,-0.9,1.7,-0.2,0.5,1.6,3,49.5167,-96.6833
5346,0.1,1.6,1.1,0.3,1.5,1,43.7025,-79.2656
5347,0.6,2.1,1.6,1.2,1.7,4,45.4207,-75.7023
5348,1.6,1.4,2.5,1.9,1.9,5,48.4488,-123.3501
5349,1.3,-0.1,2.4,0.7,1.2,5,43.6425,-79.3872
5350,0.0,2.4,-0.3,-0.2,1.3,2,43.6425,-79.3872
5351,-1.3,1.5,1.3,0.2,0.9,2,43.6425,-79.3872
5352,-0.3,1.7,0.3,-0.4,1.7,1,43.6425,-79.3872
5353,0.3,2.9,0.8,0.6,1.8,4,51.0415,-114.0599
5354,-0.6,1.9,2.3,0.2,0.3,2,43.898,-78.8656
5355,-0.2,1.4,-1.0,0.9,1.8,3,46.8,-71.25
5356,-1.0,2.0,1.4,0.9,2.3,0,43.6097,-79.704
5357,-1.5,2.2,1.0,1.0,1.6,2,43.6425,-79.3872
5358,0.7,0.2,2.5,2.0,1.9,5,43.6699,-79.7444
5359,-1.8,0.4,0.4,0.7,1.4,3,43.6667,-79.4167
5360,0.0,1.8,0.2,0.2,1.5,1,45.5,-73.5833
5361,1.3,1.5,1.0,1.4,1.7,5,44.959,-64.1448
5362,-0.3,3.5,0.8,-0.1,0.9,2,49.2007,-122.6641
5363,1.2,0.7,1.4,1.4,1.7,5,45.6089,-73.7331
5364,0.8,0.8,0.6,0.6,1.6,1,45.4551,-73.6084
5365,-0.9,2.2,1.0,0.2,0.5,2,49.1641,-122.8193
5366,-1.3,3.2,0.3,1.6,2.0,2,49.2007,-122.6641
5367,0.0,1.0,1.0,0.7,1.4,1,43.6425,-79.3872
5368,-1.5,2.2,0.3,1.6,2.1,3,43.6425,-79.3872
5369,0.4,2.8,-0.2,-0.2,1.9,2,49.2007,-122.6641
5370,1.4,2.4,-0.8,0.2,1.8,1,43.6425,-79.3872
5371,-0.4,1.3,1.5,1.2,1.2,0,43.6425,-79.3872
5372,1.3,0.5,1.3,0.4,2.2,1,45.5123,-73.5967
5373,-0.4,1.0,1.4,0.4,0.9,1,49.2768,-123.1469
5374,0.6,2.1,1.2,0.5,1.2,4,48.4061,-123.3504
5375,1.6,1.6,0.9,2.6,0.9,5,43.6667,-79.4167
5376,0.7,1.3,1.1,1.6,2.2,5,43.6425,-79.3872
5377,-0.7,0.9,1.5,2.1,1.6,0,49.2848,-123.1228
5378,-1.0,2.7,1.5,0.3,2.0,2,43.6667,-79.4167
5379,-1.2,3.5,0.9,-0.3,1.4,2,43.6425,-79.3872
5380,-1.0,1.7,1.1,0.6,1.0,2,46.4918,-80.9955
5381,-0.7,1.5,1.4,1.2,1.0,0,43.6667,-79.4167
5382,-0.5,1.3,2.0,1.1,1.4,0,43.6667,-79.4167
5383,-0.7,2.7,1.0,1.5,0.7,2,43.6425,-79.3872
5384,-0.5,2.8,2.0,1.7,0.7,0,49.2848,-123.0222
5385,-1.0,2.8,1.0,0.1,0.9,2,49.2007,-122.9074
5386,0.1,2.9,1.2,0.3,2.1,4,43.6667,-79.4167
5387,-1.4,2.1,1.0,0.2,1.3,2,49.2846,-122.9914
5388,-0.1,3.0,-0.2,2.3,2.2,3,49.2286,-123.057
5389,-0.4,3.8,1.0,0.2,1.5,2,49.2848,-123.0222
5390,1.6,2.8,1.4,1.2,2.2,4,51.0632,-114.0614
5391,0.4,1.6,1.0,0.6,1.2,1,43.6425,-79.3872
5392,-1.3,1.4,0.4,1.4,1.7,3,45.508,-73.554
5393,0.5,1.8,2.2,-0.7,1.5,1,43.6092,-79.6201
5394,0.9,1.1,1.9,1.6,2.1,5,43.6425,-79.3872
5395,-1.5,2.3,-0.1,0.9,1.8,3,45.4165,-65.9913
5396,-0.6,2.3,1.0,0.7,1.1,2,51.03,-113.83
5397,0.6,1.3,1.6,2.4,2.1,5,49.9225,-97.0947
5398,0.6,0.3,2.4,2.1,1.1,5,43.6667,-79.4167
5399,0.0,1.0,1.4,0.8,2.2,1,43.7066,-79.3996
5400,-1.0,1.6,1.0,0.2,0.2,2,45.4129,-75.6901
5401,0.7,0.3,2.5,2.0,1.7,5,43.6699,-79.7444
5402,0.3,0.9,0.5,1.3,1.5,3,44.8995,-65.0727
5403,-0.4,2.8,0.8,0.8,0.4,2,43.5747,-79.7278
5404,1.2,0.2,1.9,1.1,1.6,5,43.6425,-79.3872
5405,0.3,2.3,1.0,1.5,1.3,4,42.779,-81.1908
5406,-0.9,3.1,0.9,1.0,0.7,2,42.779,-81.1908
5407,-0.3,1.5,1.0,2.5,2.1,0,43.6778,-79.3992
5408,-1.4,2.6,0.6,0.2,1.1,2,42.9833,-81.25
5409,-0.9,1.8,0.8,1.3,1.8,3,48.4061,-123.3504
5410,0.7,2.1,2.6,1.6,1.8,4,43.6618,-79.3847
5411,0.6,1.6,1.8,1.1,1.1,5,49.1476,-123.1897
5412,-0.2,2.3,1.7,0.9,0.5,0,43.6425,-79.3872
5413,-1.3,2.7,0.8,0.5,1.1,2,49.853,-97.0998
5414,-1.3,2.4,0.3,1.9,1.5,3,54.7667,-127.1667
5415,0.1,2.6,1.4,-0.7,1.4,2,43.6425,-79.3872
5416,1.6,2.6,-1.0,-1.0,2.2,1,43.6425,-79.3872
5417,1.0,1.0,2.6,0.4,2.1,5,43.6667,-79.4167
5418,-0.5,2.5,2.1,1.4,1.5,0,49.8833,-97.1667
5419,1.2,0.1,1.4,1.3,2.3,5,49.2007,-122.6641
5420,-0.9,1.1,1.9,0.6,1.4,0,42.9793,-81.2556
5421,-0.2,1.1,1.6,1.7,1.5,0,45.9535,-66.6704
5422,-0.3,0.8,2.1,1.1,1.5,0,42.9793,-81.2556
5423,-0.4,-0.1,1.6,1.7,1.1,5,45.4207,-75.7023
5424,-0.5,0.3,1.2,0.4,1.8,1,43.6425,-79.3872
5425,-0.6,1.8,1.3,1.4,1.2,0,43.6425,-79.3872
5426,-0.5,0.5,-0.2,2.6,1.4,3,43.448,-80.4589
5427,-0.7,2.2,1.6,1.2,1.4,0,45.6346,-73.6769
5428,-0.6,1.7,0.1,1.0,1.2,3,43.6425,-79.3872
5429,0.6,1.4,1.1,0.8,1.3,1,44.6,-79.4167
5430,-0.4,0.8,0.8,0.1,1.8,1,43.7066,-79.3996
5431,1.1,0.6,2.1,0.6,1.6,5,43.7521,-79.4202
5432,0.1,1.0,1.1,1.4,1.0,1,49.0992,-122.8691
5433,0.0,1.4,1.4,1.1,1.0,1,43.5136,-79.884
5434,-0.2,0.6,2.0,1.4,1.8,5,49.2848,-123.1228
5435,-0.5,1.7,0.8,0.3,1.1,1,43.6425,-79.3872
5436,-0.9,2.7,0.8,0.1,0.8,2,43.6425,-79.3872
5437,1.6,2.5,2.4,1.9,2.1,4,49.3042,-123.0651
5438,0.0,0.9,1.2,1.3,1.5,1,43.6425,-79.3872
5439,0.3,0.9,2.4,2.2,1.8,5,43.6425,-79.3872
5440,0.9,2.1,2.0,0.3,2.0,4,43.9,-78.8
5441,0.1,1.1,1.5,1.1,0.9,1,43.6618,-79.3847
5442,0.6,1.9,2.4,1.2,1.4,4,43.6425,-79.3872
5443,2.0,0.7,-0.4,0.1,1.7,1,44.6667,-63.5667
5444,-0.6,3.0,1.5,0.1,1.2,2,43.2645,-79.8664
5445,-0.3,2.9,1.1,-0.6,0.6,2,48.4633,-123.4538
5446,-1.2,3.1,0.6,1.4,1.3,2,45.9784,-66.6905
5447,0.8,2.2,2.1,-0.2,1.7,4,43.6425,-79.3872
5448,-1.6,2.6,0.4,0.6,1.9,2,53.5157,-113.6339
5449,-1.8,3.1,1.9,1.1,2.2,2,43.6425,-79.3872
5450,-1.6,3.2,1.7,0.0,1.6,2,43.6425,-79.3872
5451,1.0,3.1,2.0,0.0,2.2,4,49.8373,-99.9747
5452,0.6,1.3,2.0,2.3,2.0,5,43.6858,-79.7602
5453,0.6,3.0,0.8,-0.3,1.8,4,45.423,-75.702
5454,0.2,0.8,1.9,1.9,1.3,5,43.5749,-80.2688
5455,-0.3,0.5,1.8,0.4,1.8,1,43.8566,-79.5111
5456,1.3,0.8,2.3,2.4,2.2,5,43.6858,-79.7602
