,EXT,EST,AGR,CSN,OPN,Clusters,lat,long
22964,0.6,1.3,1.5,-0.3,2.2,1,43.6425,-79.3872
22965,1.5,0.8,1.7,1.6,2.1,5,50.3768,-105.5819
22966,-1.0,3.1,0.4,0.1,0.3,2,45.9535,-66.6704
22967,-0.3,0.8,0.1,1.6,1.9,3,49.2249,-123.1052
22968,0.0,1.4,0.6,1.4,1.9,3,43.2369,-79.7991
22969,0.2,0.9,2.0,2.3,2.2,5,45.0149,-74.7279
22970,-0.4,0.3,0.0,2.3,0.2,3,43.8627,-79.0136
22971,-0.6,3.2,-0.8,-0.2,1.7,2,42.9627,-81.2948
22972,-0.2,3.1,1.0,1.0,0.8,2,43.448,-80.4589
22973,0.2,2.7,0.8,1.4,1.8,4,45.3155,-75.837
22974,0.5,1.6,2.2,0.2,2.2,1,45.6429,-73.7494
22975,-0.6,3.6,1.1,2.0,1.1,2,49.2667,-122.7833
22976,-1.0,1.8,1.8,0.8,1.0,0,49.2667,-122.7833
22977,1.0,-0.1,2.0,2.1,1.8,5,56.6977,-111.3389
22978,-0.1,1.4,0.4,0.4,1.4,1,45.5535,-73.4987
22979,-1.9,3.4,0.6,-0.1,0.5,2,49.1701,-123.1438
22980,-1.5,2.1,1.5,0.9,2.3,0,56.6977,-111.3389
22981,-0.3,2.4,1.5,0.7,1.5,2,43.7886,-79.5919
22982,0.6,1.2,1.7,1.8,1.8,5,43.6425,-79.3872
22983,0.7,1.2,0.3,0.9,2.2,1,45.8833,-72.4833
22984,0.5,3.1,2.0,1.0,1.6,4,44.6464,-63.5929
22985,-1.6,1.6,1.6,2.3,0.1,0,49.2417,-123.1293
22986,-0.2,1.7,0.3,1.0,2.1,3,62.45,-114.35
22987,-0.4,1.5,1.7,-0.3,1.4,1,45.3155,-75.837
22988,-1.2,3.7,1.0,-0.1,1.4,2,45.3155,-75.837
22989,-1.4,1.6,1.5,1.1,1.9,0,45.3155,-75.837
22990,0.3,2.1,1.6,-0.5,1.2,1,43.7023,-79.7909
22991,-0.6,1.3,0.3,1.2,1.7,3,43.6425,-79.3872
22992,-1.9,3.1,1.0,0.6,1.1,2,49.9324,-97.1988
22993,-0.6,2.4,1.1,0.4,1.1,2,43.6425,-79.3872
22994,0.1,2.5,0.8,1.0,0.9,2,45.3155,-75.837
22995,-0.6,1.7,0.2,2.3,0.3,3,45.3155,-75.837
22996,-1.4,1.3,1.4,-0.2,1.6,2,46.3833,-82.65
22997,1.3,1.2,0.1,1.3,1.8,1,43.6668,-79.3501
22998,-0.3,3.3,0.8,0.9,0.7,2,45.3155,-75.837
22999,-0.2,2.0,0.9,0.4,1.4,1,54.3146,-130.3413
23000,0.3,1.8,0.8,1.8,1.5,0,43.6425,-79.3872
23001,-0.2,3.1,2.0,0.1,1.8,2,43.6425,-79.3872
23002,0.1,2.6,1.3,0.6,1.2,4,45.3155,-75.837
23003,-0.3,1.8,1.9,1.0,2.0,0,43.6425,-79.3872
23004,0.9,2.4,1.5,1.4,1.8,4,43.6425,-79.3872
23005,-0.6,2.9,1.3,0.3,1.5,2,43.3585,-79.8093
23006,-0.7,2.2,1.0,1.5,0.4,0,43.6425,-79.3872
23007,0.0,3.7,0.8,-0.4,2.1,2,43.8627,-79.0136
23008,-0.4,0.8,1.2,0.8,1.5,1,49.3167,-123.0667
23009,1.0,2.2,0.9,0.2,1.3,4,45.3155,-75.837
23010,-0.9,2.1,1.2,1.6,1.5,0,45.3155,-75.837
23011,-0.4,3.5,1.9,0.0,1.3,2,43.4061,-80.3503
23012,-1.1,2.8,0.4,2.1,2.1,3,42.9793,-81.2556
23013,0.3,1.0,1.5,1.0,1.1,1,43.6425,-79.3872
23014,-0.2,2.1,2.4,0.9,1.2,0,43.2116,-79.8915
23015,-0.6,2.1,1.7,0.1,1.5,2,43.6425,-79.3872
23016,0.7,3.1,0.8,0.3,1.8,4,45.3155,-75.837
23017,1.7,1.9,2.6,0.9,1.8,4,43.6425,-79.3872
23018,-0.8,3.2,-0.6,0.0,0.5,2,45.5,-73.5833
23019,0.2,1.7,0.7,0.7,1.3,1,45.5298,-73.6153
23020,-0.8,1.9,-0.4,0.2,2.1,3,45.9092,-72.4808
23021,2.0,0.5,2.4,2.4,2.0,5,45.3155,-75.837
23022,0.0,2.3,1.0,0.2,-0.4,2,44.75,-79.9
23023,0.8,2.7,1.5,0.8,1.0,4,43.6425,-79.3872
23024,1.6,2.2,2.3,0.1,2.1,4,44.0,-79.4667
23025,-0.3,0.8,0.7,2.1,2.0,3,52.1193,-106.6594
23026,1.0,0.1,1.0,1.5,1.7,5,53.7167,-113.2
23027,-1.3,2.8,1.7,1.7,1.3,0,43.6951,-79.6525
23028,-1.3,0.6,1.7,1.5,1.5,0,45.3155,-75.837
23029,0.3,0.6,2.0,0.5,2.0,1,45.3155,-75.837
23030,1.9,1.0,1.5,2.0,2.4,5,43.6425,-79.3872
23031,-0.5,1.9,1.2,1.1,1.2,0,43.25,-79.0667
23032,1.3,1.7,1.9,-0.4,1.9,1,47.462,-52.7895
23033,0.6,1.1,0.9,1.3,1.9,5,43.4529,-80.5281
23034,1.0,0.6,2.1,1.7,1.6,5,45.3155,-75.837
23035,-1.4,3.4,1.5,0.5,2.1,2,47.5167,-52.7833
23036,-1.3,0.9,0.7,1.9,0.5,3,49.7833,-112.15
23037,1.5,2.6,1.7,1.5,0.9,4,49.3233,-124.3227
23038,1.1,0.7,1.7,1.4,1.5,5,53.55,-113.5
23039,-0.8,0.5,-0.1,0.3,1.7,3,45.2289,-76.1974
23040,-0.1,1.4,-0.3,1.1,2.0,3,45.3155,-75.837
23041,-1.1,1.8,-0.5,1.3,1.9,3,43.9666,-80.9757
23042,-0.8,2.7,0.7,0.5,0.4,2,45.5278,-73.6024
23043,-0.4,1.9,1.5,0.3,1.0,2,43.6358,-79.4668
23044,0.7,1.1,1.3,0.5,1.9,1,45.3155,-75.837
23045,1.4,-0.2,0.4,1.5,1.8,5,44.6514,-63.5818
23046,0.1,2.9,1.2,0.3,1.8,4,45.5459,-73.6979
23047,-0.1,2.0,0.8,0.6,1.8,1,43.6425,-79.3872
23048,0.8,1.2,0.0,1.4,-0.1,1,43.4529,-80.5281
23049,-0.2,2.2,1.8,1.7,1.0,0,44.65,-63.6
23050,-0.4,1.0,1.9,2.2,1.6,0,45.3155,-75.837
23051,0.1,2.5,1.6,1.4,1.4,4,43.6425,-79.3872
23052,-0.2,3.3,1.6,1.4,1.6,4,43.6425,-79.3872
23053,0.3,1.9,1.8,1.6,1.9,0,43.7521,-79.4202
23054,0.0,3.3,-0.7,2.3,2.2,3,52.9833,-122.4833
23055,-0.4,2.9,0.7,2.5,1.5,0,43.555,-80.2868
23056,0.8,1.5,0.1,0.8,0.5,1,45.3155,-75.837
23057,0.8,1.0,1.6,0.8,1.8,5,45.6167,-73.75
23058,-0.2,1.0,1.2,0.8,0.4,1,44.5667,-80.85
23059,0.5,2.1,0.1,-0.6,1.8,1,43.6425,-79.3872
23060,-0.3,0.8,2.5,-0.6,1.3,1,43.6525,-79.3686
23061,-1.0,2.8,0.7,0.5,0.8,2,43.6425,-79.3872
23062,-0.7,1.0,1.2,1.5,1.3,0,45.3155,-75.837
23063,0.0,2.8,1.8,0.3,2.0,4,49.2848,-123.0222
23064,0.3,2.1,1.9,1.0,1.4,4,43.5156,-80.2827
23065,0.0,1.3,1.6,1.3,2.2,5,49.0764,-122.6797
23066,-0.1,1.8,1.9,0.7,1.9,0,43.3742,-80.3457
23067,-0.3,2.4,1.8,0.7,1.7,0,43.6425,-79.3872
23068,1.4,2.3,2.1,0.6,1.3,4,43.6425,-79.3872
23069,-0.5,1.2,1.4,1.3,1.5,0,43.6425,-79.3872
23070,-1.9,2.5,1.6,0.8,1.4,2,42.9778,-81.1941
23071,0.2,2.4,1.7,2.1,1.1,0,43.6525,-79.3686
23072,0.6,2.2,0.9,1.2,2.2,4,45.5,-73.5833
23073,-0.9,1.5,2.1,0.9,1.5,0,45.4167,-75.7
23074,0.4,2.3,1.8,0.3,1.8,4,43.6392,-79.4058
23075,0.5,1.6,1.0,1.7,1.1,5,45.3155,-75.837
23076,1.2,3.1,2.0,0.3,1.7,4,45.5078,-73.5804
23077,1.1,0.8,1.8,0.4,2.2,1,45.9535,-66.6704
23078,0.5,2.3,1.5,0.7,0.7,4,45.3155,-75.837
23079,-0.4,2.3,1.1,0.8,1.4,2,43.6425,-79.3872
23080,-1.0,2.1,1.1,0.5,0.8,2,43.2574,-79.8676
23081,0.8,2.9,2.4,0.0,1.8,4,43.6425,-79.3872
23082,0.6,2.7,1.1,0.9,2.1,4,53.5529,-113.584
23083,0.8,1.1,1.7,2.1,1.3,5,43.6667,-79.4167
23084,1.1,1.8,2.2,0.8,1.2,4,45.2602,-66.218
23085,0.1,1.1,1.1,1.0,1.5,1,43.8603,-79.0434
23086,0.9,0.9,0.9,0.9,1.7,1,53.519,-113.3216
23087,0.4,1.5,0.7,1.4,2.1,1,43.6667,-79.4167
23088,-1.3,1.7,1.1,1.3,2.0,0,43.1,-79.05
23089,1.1,1.7,1.3,0.5,1.6,1,45.6089,-73.7331
23090,1.6,1.5,0.6,-0.6,2.2,1,45.549,-73.7641
23091,0.2,1.5,2.1,2.1,0.9,0,45.6089,-73.7331
23092,0.8,2.7,1.8,0.9,0.6,4,45.3155,-75.837
23093,-1.0,1.0,1.8,1.8,1.0,0,49.2701,-123.1038
23094,-1.1,2.6,0.9,1.8,1.6,0,49.2007,-122.6641
23095,-0.3,2.3,1.4,1.3,1.9,0,44.6464,-63.5929
23096,-1.4,1.8,1.9,1.6,1.6,0,45.2882,-75.7566
23097,1.3,2.4,2.0,1.7,1.4,4,45.3155,-75.837
23098,-0.5,2.7,-0.3,1.0,1.9,3,45.3155,-75.837
23099,-0.1,2.2,2.5,0.1,2.0,4,49.2869,-122.958
23100,0.3,1.5,1.2,1.6,1.4,5,45.4127,-75.6742
23101,-1.1,1.6,-0.2,1.6,1.5,3,55.1389,-118.773
23102,1.1,0.4,1.6,0.8,1.5,5,51.0632,-114.0614
23103,-0.8,1.7,0.0,1.7,1.6,3,55.1389,-118.773
23104,0.4,1.2,1.7,1.0,2.2,5,43.6619,-79.3952
23105,0.4,1.8,1.2,1.8,0.9,0,43.5701,-79.5985
23106,1.2,2.8,1.7,-0.4,1.1,4,43.6667,-79.4167
23107,1.0,0.8,2.0,0.7,2.2,5,45.3928,-71.9441
23108,0.5,0.9,2.4,2.1,2.2,5,45.3155,-75.837
23109,-0.1,3.1,1.8,1.8,2.0,4,43.6425,-79.3872
23110,0.6,2.6,1.6,1.5,2.2,4,49.2591,-123.0226
23111,0.9,0.0,1.3,1.8,1.7,5,43.6667,-79.4167
23112,0.3,1.6,1.5,1.6,1.3,5,44.2871,-79.6703
23113,-1.1,3.1,1.3,-0.2,1.5,2,43.2206,-81.3026
23114,-0.2,1.4,2.1,2.2,1.8,0,49.853,-97.0998
23115,-0.7,2.4,1.1,1.4,0.2,0,43.6425,-79.3872
23116,0.6,3.2,1.2,-0.8,2.1,4,43.6425,-79.3872
23117,0.2,2.6,1.2,0.2,0.9,4,45.4127,-75.6742
23118,0.7,0.7,1.7,1.3,1.9,5,51.0632,-114.0614
23119,-1.0,1.8,-0.3,1.1,0.4,3,43.668,-79.4515
23120,-0.9,2.5,0.1,1.1,1.2,3,43.7054,-79.4272
23121,-0.3,2.3,1.1,0.4,0.0,2,45.6061,-73.6389
23122,-1.1,2.9,1.3,-0.2,0.1,2,46.5,-80.9667
23123,-1.9,3.7,1.8,1.0,2.2,2,43.6425,-79.3872
23124,-0.3,1.8,1.4,1.0,1.9,0,45.3155,-75.837
23125,-0.5,2.6,-0.1,-0.6,2.1,2,43.6618,-79.3847
23126,-1.8,0.1,0.5,2.4,1.1,3,49.1011,-122.8141
23127,-0.5,0.7,1.5,1.3,2.3,0,43.6667,-79.4167
23128,-1.6,2.6,0.4,0.9,1.6,2,50.1483,-96.8756
23129,-1.2,2.6,1.6,0.7,0.6,2,43.6092,-79.6201
23130,-1.5,0.4,1.4,1.5,0.8,3,43.6425,-79.3872
23131,-1.5,2.1,1.0,1.7,0.2,0,45.4301,-71.8901
23132,0.1,1.7,2.5,0.5,1.5,1,45.5,-73.5833
23133,0.9,1.6,1.5,1.1,1.1,5,43.6425,-79.3872
23134,-1.4,2.4,0.5,1.1,2.2,3,45.352,-75.6421
23135,-1.3,1.6,0.2,0.7,2.0,3,45.5298,-73.6153
23136,-1.0,1.6,1.3,1.7,0.4,0,45.6352,-72.9726
23137,-0.9,2.1,1.6,2.0,1.0,0,48.4488,-123.3501
23138,-1.4,1.3,1.8,0.5,0.3,0,43.6425,-79.3872
23139,-1.1,0.6,2.0,1.1,1.6,0,43.6425,-79.3872
23140,0.4,1.3,1.4,-0.1,1.9,1,52.2592,-113.8237
23141,-0.9,2.4,0.9,0.1,2.0,2,43.6858,-79.7602
23142,0.3,0.8,1.6,1.7,1.3,5,52.9833,-122.4833
23143,-0.2,1.4,1.1,0.7,0.9,1,50.4364,-104.5438
23144,-0.6,-0.1,1.8,1.0,0.8,1,45.3155,-75.837
23145,-1.9,0.6,1.7,1.4,1.6,0,45.3155,-75.837
23146,-0.7,1.0,2.0,0.6,1.0,0,53.5801,-113.541
23147,0.4,2.4,0.6,-0.6,2.2,1,45.3155,-75.837
23148,0.4,1.7,1.9,2.2,2.0,5,42.9793,-81.2556
23149,-0.3,2.1,2.1,1.2,1.8,0,43.6425,-79.3872
23150,0.4,3.0,1.0,0.6,1.5,4,52.378,-114.9307
23151,0.3,2.4,1.6,0.5,1.7,4,43.6667,-79.4167
23152,-1.2,2.2,1.7,-0.1,1.4,2,45.2308,-66.0953
23153,-1.5,2.9,1.8,1.9,2.0,0,43.6667,-79.4167
23154,0.9,1.0,1.9,0.2,1.2,1,42.9943,-81.2623
23155,-1.0,2.6,1.0,1.0,0.8,2,45.4165,-65.9913
23156,0.2,2.5,2.0,1.5,2.4,4,43.6425,-79.3872
23157,-1.5,3.1,1.9,1.6,1.2,0,45.3155,-75.837
23158,-1.6,3.5,0.8,0.9,0.5,2,43.6425,-79.3872
23159,-1.9,3.4,1.5,1.0,1.3,2,43.6667,-79.4167
23160,0.0,1.0,1.3,1.3,1.9,5,43.7984,-79.4186
23161,-0.1,1.0,1.9,1.5,-0.1,0,45.3155,-75.837
23162,-1.0,3.7,0.7,1.5,0.8,2,43.7387,-79.4337
23163,0.4,2.3,2.2,0.9,2.0,4,43.6425,-79.3872
23164,-1.2,2.5,1.7,0.3,0.8,2,45.6061,-73.6389
23165,-0.8,3.0,1.8,0.4,2.2,2,43.6425,-79.3872
23166,0.7,1.7,2.4,1.6,1.7,5,45.3155,-75.837
23167,1.3,1.4,2.2,1.8,1.6,5,56.7273,-111.4361
23168,-1.5,1.1,-0.2,2.4,1.8,3,43.6425,-79.3872
23169,1.4,1.8,1.2,0.1,2.5,1,42.4029,-82.1941
23170,-0.7,1.5,1.8,1.6,1.5,0,43.6425,-79.3872
23171,0.1,0.5,0.6,0.6,2.0,1,43.6618,-79.3847
23172,1.1,3.5,1.6,0.5,1.6,4,44.2202,-76.5849
23173,0.4,1.8,0.7,2.0,2.1,5,45.0149,-74.7279
23174,0.8,1.3,0.6,1.1,2.1,1,43.8777,-79.4359
23175,0.4,1.9,1.5,1.0,1.5,4,45.286,-66.0421
23176,-0.1,2.0,2.0,0.6,0.4,0,49.2765,-123.2177
23177,0.7,2.0,1.6,1.6,2.0,4,43.6,-79.65
23178,-0.9,1.4,1.1,1.3,1.4,3,43.6425,-79.3872
23179,1.6,1.0,-0.6,0.5,2.2,1,43.6425,-79.3872
23180,-0.9,1.8,-0.2,1.0,2.2,3,43.6425,-79.3872
23181,-0.6,0.8,0.6,0.7,1.5,3,48.471,-123.3438
23182,-0.2,2.8,2.1,2.0,1.9,0,53.928,-122.7878
23183,0.5,2.1,0.1,0.6,1.9,1,45.3155,-75.837
23184,0.1,1.6,2.6,1.1,2.2,5,53.928,-122.7878
23185,0.7,1.6,1.8,1.1,1.5,5,43.6667,-79.4167
23186,-1.7,3.2,2.1,1.1,1.7,2,43.6425,-79.3872
23187,-0.7,1.8,1.9,1.1,1.6,0,43.6425,-79.3872
23188,-0.4,2.8,1.9,0.2,1.6,2,43.877,-79.2578
23189,0.1,3.2,0.2,1.4,1.8,2,49.0501,-122.6745
23190,-0.4,1.7,1.7,1.9,1.3,0,43.6425,-79.3872
23191,-1.4,2.4,0.0,0.3,0.5,2,43.2298,-79.7722
23192,-1.1,2.1,2.1,2.4,1.5,0,45.3155,-75.837
23193,1.3,1.7,2.2,1.0,1.9,5,50.1483,-96.8756
23194,-0.9,2.6,1.0,1.1,0.4,2,43.5325,-80.2531
23195,-1.2,2.0,1.3,1.0,2.1,0,44.595,-75.6821
23196,0.5,1.3,1.5,0.9,1.9,1,53.519,-113.3216
23197,-1.7,2.8,-0.2,0.2,1.7,2,52.1449,-106.6704
23198,-0.9,3.5,1.9,0.5,1.6,2,43.6425,-79.3872
23199,-0.3,1.6,1.5,0.7,1.5,1,45.4167,-75.7
23200,0.0,1.6,1.9,0.8,2.3,1,49.2699,-123.0765
23201,-1.2,2.1,0.9,0.7,1.2,2,45.3155,-75.837
23202,0.9,1.3,1.9,2.5,1.7,5,45.3155,-75.837
23203,1.7,0.3,1.9,0.3,1.5,5,43.6272,-79.6222
23204,1.1,0.7,1.8,1.0,1.9,5,49.0382,-122.335
23205,1.6,1.8,0.2,1.4,2.2,5,45.3155,-75.837
23206,-1.8,2.5,-0.1,1.3,1.1,3,42.3159,-83.0393
23207,-0.8,0.9,1.0,0.0,0.7,1,45.8167,-73.4333
23208,1.3,2.1,2.1,1.1,1.2,4,43.6667,-79.4167
23209,-1.3,1.7,0.0,1.8,1.6,3,45.3155,-75.837
23210,0.1,1.4,1.1,0.3,1.9,1,45.3155,-75.837
23211,0.8,2.7,1.7,-0.5,1.6,4,44.6833,-76.4
23212,0.8,1.0,1.6,1.4,1.1,5,43.6181,-81.5414
23213,0.1,1.8,1.5,0.8,1.8,1,45.3155,-75.837
23214,-0.4,1.9,1.2,-0.4,1.9,1,48.25,-79.0167
23215,1.6,2.3,1.7,2.1,1.6,4,45.5,-73.5833
23216,-1.7,2.3,1.0,-0.1,1.7,2,43.5581,-79.5738
23217,-0.3,1.5,1.6,2.2,-0.2,0,49.1783,-122.8665
23218,0.5,2.6,1.7,-0.1,0.7,4,43.6097,-79.704
23219,-0.5,2.4,-0.2,0.2,0.6,2,43.6425,-79.3872
23220,-0.9,2.4,1.4,0.8,0.9,2,43.6181,-79.4967
23221,0.7,2.3,2.0,1.5,1.7,4,45.2758,-66.0845
23222,0.4,1.9,2.0,1.3,2.0,4,43.6425,-79.3872
23223,0.8,1.9,0.7,0.8,1.8,1,43.7074,-79.7853
23224,1.1,2.2,1.2,1.4,1.9,4,43.6536,-79.4258
23225,-1.1,2.1,0.7,1.0,1.5,3,45.3155,-75.837
23226,-0.2,1.0,1.3,0.7,1.8,1,43.447,-80.4725
23227,-1.5,1.4,0.7,0.4,2.0,3,43.6425,-79.3872
23228,-0.6,0.2,0.0,1.8,1.2,3,43.6979,-79.2986
23229,-1.3,1.4,1.5,0.6,1.5,0,43.6425,-79.3872
23230,-1.3,3.2,-0.5,-0.4,2.1,2,43.6425,-79.3872
23231,0.7,0.1,2.6,0.9,1.3,5,49.1551,-121.9459
23232,-1.4,2.0,1.2,0.8,1.4,2,45.3155,-75.837
23233,-1.4,2.0,0.6,1.3,1.7,3,44.3891,-79.6901
23234,1.5,1.9,1.2,0.1,1.8,1,43.6425,-79.3872
23235,-0.1,2.4,1.6,0.5,1.1,2,51.0833,-114.0833
23236,-1.3,2.7,1.0,1.9,1.4,0,43.9423,-79.4595
23237,-0.9,2.3,2.1,2.5,1.3,0,45.3155,-75.837
23238,-1.9,1.9,1.7,0.9,1.4,0,43.6618,-79.3847
23239,-0.9,2.3,1.3,-0.4,0.8,2,49.2393,-123.0729
23240,-1.1,2.1,1.3,0.8,1.6,2,43.8566,-79.5111
23241,-0.4,3.0,0.2,0.7,2.1,2,49.25,-123.1333
23242,-1.7,2.1,-0.3,2.1,1.1,3,43.6667,-79.4167
23243,0.1,2.6,1.4,0.2,1.8,4,51.0566,-114.1815
23244,-1.5,3.5,0.8,-0.3,1.0,2,49.2254,-123.1176
23245,1.3,0.6,1.2,1.0,1.6,5,45.3155,-75.837
23246,-1.3,1.1,0.6,2.1,1.9,3,45.5,-73.5833
23247,-0.9,0.7,1.6,2.4,1.8,0,54.2678,-110.7324
23248,0.4,1.8,2.1,1.4,1.4,5,48.4202,-123.3671
23249,-0.5,2.1,1.7,1.6,1.3,0,43.4497,-80.4893
23250,-1.0,2.8,1.3,0.0,0.2,2,43.4497,-80.4893
23251,0.7,0.6,1.3,1.2,2.0,5,43.4543,-79.6921
23252,-0.1,2.7,0.4,1.4,1.9,2,44.3885,-79.6886
23253,0.4,0.5,2.0,1.9,1.4,5,43.6425,-79.3872
23254,-0.9,2.3,1.5,0.4,1.6,2,43.6425,-79.3872
23255,-1.2,2.7,-0.9,1.3,0.0,3,45.3155,-75.837
23256,-0.2,2.4,2.2,0.6,1.6,4,44.7314,-63.6482
23257,-0.6,2.0,1.8,0.8,1.8,0,43.6425,-79.3872
23258,-0.8,1.5,0.7,0.7,1.1,3,50.5833,-127.1
23259,-1.2,2.8,2.0,2.2,2.2,0,43.6425,-79.3872
23260,0.1,1.2,2.4,0.9,1.2,5,45.3155,-75.837
23261,-0.7,1.1,1.0,-0.2,1.8,1,45.3137,-73.7453
23262,-0.3,2.4,2.1,0.4,1.4,2,43.6425,-79.3872
23263,-0.3,2.1,1.6,0.9,1.9,0,43.644,-79.4062
23264,-0.1,2.4,2.3,1.2,1.9,0,45.9535,-66.6704
23265,1.3,2.7,2.0,0.5,1.4,4,45.3155,-75.837
23266,-1.0,1.2,0.5,1.5,1.2,3,49.3042,-123.0651
23267,0.6,2.5,0.9,1.1,1.7,4,53.7,-114.1833
23268,0.0,0.7,1.4,1.9,2.3,5,45.5,-73.5833
23269,-0.3,1.7,1.5,0.3,1.5,1,49.1641,-122.8193
23270,1.3,1.8,1.3,1.3,1.8,5,45.3155,-75.837
23271,0.2,1.7,0.6,0.7,0.5,1,44.1605,-77.3846
23272,1.5,1.4,2.0,1.2,2.0,5,45.3155,-75.837
23273,0.6,1.2,1.4,1.4,1.6,5,43.0093,-81.21
23274,1.1,1.0,1.4,0.4,0.6,1,45.3155,-75.837
23275,-0.8,2.0,0.8,1.9,2.0,0,51.0426,-114.0791
23276,0.8,2.5,2.6,1.2,2.2,4,42.9833,-81.25
23277,1.6,2.8,2.3,1.6,2.0,4,45.3155,-75.837
23278,0.6,2.7,1.8,0.3,1.7,4,44.3351,-64.5006
23279,-1.1,3.1,0.2,1.5,0.5,2,43.6667,-79.4167
23280,1.0,0.9,1.9,1.2,1.4,5,43.0093,-81.21
23281,0.2,2.5,2.1,1.2,0.9,4,43.0093,-81.21
23282,-1.2,2.1,1.2,1.4,1.0,0,43.0093,-81.21
23283,-0.7,1.9,0.8,0.9,0.3,3,43.0093,-81.21
23284,0.7,0.7,1.4,1.4,1.3,5,43.0093,-81.21
23285,-0.4,1.5,2.4,0.8,0.4,0,43.7153,-79.7321
23286,0.0,1.4,1.5,0.5,0.8,1,43.0093,-81.21
23287,0.6,1.6,2.1,1.4,1.0,5,43.0093,-81.21
23288,-0.3,3.2,1.8,1.3,1.0,2,43.6667,-79.4167
23289,0.1,1.6,1.1,1.8,0.4,0,43.0093,-81.21
23290,-0.1,1.1,1.7,1.6,1.3,0,43.2561,-79.8575
23291,-0.6,1.1,1.3,1.6,1.4,0,43.0093,-81.21
23292,0.8,2.1,1.5,0.5,0.8,4,43.0093,-81.21
23293,0.3,0.8,0.5,2.1,1.0,3,43.0093,-81.21
23294,-1.2,1.8,2.6,2.4,1.2,0,43.6425,-79.3872
23295,-0.5,1.0,2.1,1.1,0.7,0,43.0093,-81.21
23296,0.5,2.7,1.3,0.5,1.0,4,43.0093,-81.21
23297,1.0,1.9,2.1,1.1,0.6,4,43.0093,-81.21
23298,-0.1,2.0,1.7,0.6,1.0,1,43.6425,-79.3872
23299,-0.4,2.3,1.9,1.6,0.8,0,43.0093,-81.21
23300,1.6,2.3,2.5,2.0,1.3,4,43.0093,-81.21
23301,-0.6,2.3,1.7,1.5,0.8,0,43.6425,-79.3872
23302,-1.7,1.9,0.9,0.6,0.8,2,43.7797,-79.4156
23303,-1.9,2.1,1.9,0.5,1.5,2,45.3155,-75.837
23304,-1.5,3.1,1.6,1.4,1.2,2,43.6425,-79.3872
23305,0.2,2.3,1.8,1.0,1.1,4,48.4667,-81.3333
23306,0.0,1.1,1.5,1.5,1.2,0,49.2836,-123.1041
23307,-0.3,1.9,1.5,0.9,0.9,0,43.6526,-79.9281
23308,-1.8,2.0,-0.4,1.6,1.5,3,51.0999,-113.9422
23309,-1.4,1.4,1.8,1.8,1.1,0,44.7765,-63.6854
23310,-1.6,2.9,0.3,1.3,1.8,2,43.6425,-79.3872
23311,-0.8,3.1,2.1,1.3,2.2,0,43.6425,-79.3872
23312,0.8,1.1,1.6,1.6,1.3,5,43.6425,-79.3872
23313,-0.3,2.3,0.5,-0.1,2.1,2,47.4999,-52.9981
23314,-0.2,2.9,1.2,0.1,1.4,2,49.2007,-122.6641
23315,0.4,1.2,1.9,0.3,1.8,1,43.6425,-79.3872
23316,2.0,1.9,2.1,0.4,2.1,4,49.854,-97.2712
23317,-0.6,3.4,1.5,0.6,2.2,2,43.6425,-79.3872
23318,-0.4,2.1,1.8,0.3,1.8,2,45.3155,-75.837
23319,-0.1,1.2,1.6,0.4,0.9,1,43.6425,-79.3872
23320,0.8,2.0,2.2,-0.4,1.8,4,49.136,-123.9483
23321,0.3,1.9,1.8,0.8,1.7,4,44.1607,-77.369
23322,0.6,2.2,1.5,0.6,1.3,4,45.3155,-75.837
23323,-1.8,-0.1,-0.3,0.4,1.7,3,43.2318,-79.7696
23324,-0.1,1.7,2.1,2.0,1.4,0,44.64100000000001,-63.5682
23325,1.6,1.9,1.8,-0.8,1.3,1,42.9793,-81.2556
23326,-0.8,1.7,1.6,0.4,1.2,2,49.25,-123.1333
23327,0.4,3.1,1.3,1.4,1.7,4,45.5115,-73.616
23328,-0.9,2.3,1.2,0.4,1.8,2,45.3155,-75.837
23329,0.0,1.7,0.2,0.8,1.0,3,45.3155,-75.837
23330,1.1,1.8,1.5,1.2,2.3,5,49.2848,-123.1228
23331,0.0,1.8,1.5,0.9,1.6,1,43.6425,-79.3872
23332,-0.8,0.6,1.6,1.1,2.0,0,43.6425,-79.3872
23333,0.6,2.6,1.2,1.6,1.9,4,50.9604,-114.1001
23334,0.5,2.0,1.6,0.9,1.5,4,43.6425,-79.3872
23335,-1.9,2.2,1.0,0.5,1.0,2,43.6667,-79.4167
23336,-0.8,2.3,0.4,1.7,2.4,3,45.5833,-62.6333
23337,-0.9,2.9,1.5,1.5,1.7,0,43.6425,-79.3872
23338,0.5,1.2,1.0,1.8,1.2,5,43.555,-80.2868
23339,0.5,1.1,2.3,2.2,2.1,5,52.1131,-106.622
23340,-0.4,2.9,0.6,0.9,1.0,2,43.6425,-79.3872
23341,1.2,0.2,2.2,2.2,2.0,5,45.4207,-75.7023
23342,-0.4,2.0,-0.2,0.0,1.1,3,45.6121,-73.7898
23343,-0.1,0.1,1.9,0.1,1.3,1,45.3155,-75.837
23344,0.9,1.3,1.7,1.6,1.2,5,42.3039,-83.0308
23345,-0.5,2.5,2.0,0.2,2.2,2,43.6425,-79.3872
23346,0.4,2.8,1.0,0.8,0.5,4,43.8,-79.53
23347,-0.2,2.1,1.6,0.6,1.2,0,45.4207,-75.7023
